3078776,0.0490092,0.0490092001855373,1.047,0.329,0.116,0.495,0.103,-0.856,-0.107,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078786,0.0262686,0.0752777997404337,1.049,0.329,0.115,0.496,0.102,-0.856,-0.108,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078794,0.0445445,0.119822299107909,1.048,0.327,0.116,0.497,0.101,-0.855,-0.109,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078804,0.0425458,0.162368098273873,1.047,0.327,0.117,0.499,0.099,-0.854,-0.111,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078812,0.048326,0.210694098845124,1.046,0.327,0.118,0.503,0.100,-0.851,-0.114,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078822,0.0376818,0.248375898227096,1.045,0.326,0.119,0.504,0.101,-0.850,-0.115,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078830,0.0474331,0.295808998867869,1.045,0.325,0.121,0.508,0.101,-0.846,-0.123,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078840,0.0440326,0.339841598644853,1.043,0.323,0.123,0.511,0.104,-0.843,-0.128,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078848,0.0457342,0.385575799271464,1.042,0.322,0.124,0.514,0.104,-0.841,-0.131,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078858,0.0469179,0.432493699714541,1.042,0.321,0.124,0.516,0.107,-0.839,-0.133,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078868,0.0470221,0.479515800252557,1.041,0.320,0.124,0.518,0.110,-0.838,-0.136,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078876,0.0478984,0.527414200827479,1.040,0.319,0.124,0.519,0.112,-0.836,-0.139,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078884,0.0428377,0.57025190256536,1.039,0.318,0.124,0.520,0.111,-0.835,-0.139,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078894,0.0473559,0.617607804015279,1.037,0.318,0.124,0.522,0.111,-0.834,-0.141,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078904,0.0458645,0.66347230412066,1.036,0.318,0.125,0.525,0.112,-0.832,-0.141,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078908,0.0444979,0.707970203831792,1.036,0.317,0.126,0.526,0.113,-0.831,-0.142,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078914,0.0232549,0.731225103139877,1.036,0.317,0.127,0.527,0.115,-0.830,-0.143,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078920,0.0328032,0.764028303325176,1.035,0.317,0.127,0.527,0.116,-0.830,-0.143,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078926,0.0196214,0.783649703487754,1.035,0.317,0.127,0.527,0.116,-0.830,-0.144,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078934,0.0552861,0.838935801759362,1.035,0.317,0.128,0.527,0.114,-0.830,-0.144,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078942,0.0241745,0.863110302016139,1.034,0.317,0.128,0.527,0.113,-0.830,-0.144,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078952,0.0549502,0.918060502037406,1.034,0.317,0.127,0.528,0.114,-0.829,-0.143,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078958,0.0400849,0.958145400509238,1.034,0.316,0.127,0.527,0.112,-0.830,-0.144,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078968,0.0266359,0.984781300649047,1.034,0.315,0.127,0.525,0.111,-0.832,-0.142,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078978,0.051147,1.03592829965055,1.032,0.316,0.128,0.523,0.100,-0.835,-0.139,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078984,0.0428697,1.0787979979068,1.033,0.323,0.124,0.520,0.085,-0.839,-0.136,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3078994,0.0386448,1.11744279973209,1.031,0.326,0.125,0.515,0.081,-0.847,-0.107,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079004,0.0421603,1.15960309840739,1.029,0.326,0.123,0.507,0.095,-0.852,-0.086,0.000,0.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079012,0.051758,1.2113610971719,1.028,0.326,0.125,0.504,0.086,-0.857,-0.069,0.000,0.404,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079020,0.0357253,1.24708639644086,1.026,0.329,0.125,0.503,0.071,-0.860,-0.043,0.033,1.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079030,0.0448314,1.29191779531538,1.027,0.331,0.125,0.498,0.063,-0.864,-0.035,0.353,1.000,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079040,0.0530686,1.34498639591038,1.028,0.328,0.125,0.495,0.066,-0.866,-0.024,0.921,0.853,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079050,0.0477126,1.39269899763167,1.028,0.327,0.127,0.495,0.075,-0.866,-0.011,1.000,0.843,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079060,0.0473111,1.44001009874046,1.028,0.327,0.126,0.494,0.083,-0.866,0.000,1.000,0.779,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079068,0.0512448,1.49125489778817,1.028,0.327,0.126,0.493,0.089,-0.865,0.003,1.000,0.743,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079078,0.0443536,1.53560849837959,1.028,0.326,0.125,0.493,0.095,-0.865,0.006,1.000,0.746,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079086,0.0506122,1.58622069843113,1.027,0.326,0.126,0.493,0.098,-0.864,0.008,1.000,0.740,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079092,0.0377788,1.6239994969219,1.027,0.326,0.127,0.495,0.102,-0.863,0.010,1.000,0.746,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079100,0.0373647,1.66136419586837,1.027,0.327,0.127,0.495,0.104,-0.862,0.010,1.000,0.749,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079112,0.043206,1.70457019470632,1.028,0.326,0.128,0.496,0.107,-0.861,0.014,1.000,0.756,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079116,0.0446475,1.74921769462526,1.028,0.326,0.128,0.496,0.108,-0.861,0.017,1.000,0.755,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079124,0.0157983,1.76501599512994,1.028,0.327,0.128,0.497,0.111,-0.860,0.021,1.000,0.751,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079134,0.0501237,1.81513969413936,1.029,0.327,0.129,0.497,0.114,-0.860,0.024,1.000,0.738,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
3079144,0.0448729,1.86001259274781,1.031,0.327,0.129,0.496,0.115,-0.860,0.025,1.000,0.723,1.150,0.204,-0.361,-0.632,0.590,-0.484,-0.137,0.000,0.218
