F,DT,T,LPos_X,LPos_Y,LPos_Z,LRot_X,LRot_Y,LRot_Z,LRot_W,LGrab,LPinch,RPos_X,RPos_Y,RPos_Z,RRot_X,RRot_Y,RRot_Z,RRot_W,RGrab,RPinch
134768,0.0192054,1.23373209685087,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.6178843,0.09863645,-0.7443812,0.9213009,-0.139767,0.3623875,-0.01857742,0.925293147563934,1
134772,0.0166675,1.25039959698915,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.6449112,0.1004832,-0.7406786,0.9145586,-0.1321972,0.3804202,-0.03724284,0.713220775127411,1
134774,0.0166661,1.26706569641829,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.676339,0.1001074,-0.7266456,-0.9066508,0.1239756,-0.4000236,0.05094453,0.495174109935761,1
134776,0.0166678,1.28373349644244,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.6956953,0.09410286,-0.729749,0.9084739,-0.1195382,0.3983911,-0.04087021,0.495174109935761,1
134782,0.0166668,1.30040029622614,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.7174796,0.08852983,-0.7449038,0.9078698,-0.115157,0.4019926,-0.03021985,0.463008791208267,1
134786,0.0166678,1.3170680962503,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.751689,0.0892303,-0.7291198,-0.8918935,0.1028781,-0.4385185,0.04054258,0.624785721302032,1
134788,0.02312,1.34018809534609,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.7760623,0.08347876,-0.7273665,-0.8785941,0.08954893,-0.4639266,0.06946559,0.643213033676147,1
134792,0.0166682,1.35685629583895,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.7923224,0.08329278,-0.7281536,-0.8796664,0.1172716,-0.4567914,0.06144949,0.677324593067169,1
134794,0.0166673,1.3735235966742,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8092018,0.08076137,-0.7326911,-0.8667004,0.1275512,-0.4750433,0.08303557,0.65400618314743,1
134798,0.016671,1.39019459672272,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8246479,0.07064474,-0.7158842,-0.8699791,0.2025506,-0.4493119,0.01510996,0.619657397270203,1
134802,0.0166629,1.40685749612749,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8329886,0.07179886,-0.7099071,0.8582757,-0.2424762,0.4521835,-0.009908848,0.643082201480865,1
134804,0.0166674,1.42352489568293,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.842003,0.07675582,-0.6997756,0.8405064,-0.2439959,0.4834601,-0.01677543,0.677817642688751,0.990849375724792
134808,0.0166662,1.4401910956949,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8478311,0.0874148,-0.7016554,0.7958343,-0.2922776,0.5265577,-0.06291707,0.628851473331451,0.986329674720764
134812,0.0166669,1.45685799606144,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.843086,0.09533617,-0.6868512,0.7555957,-0.2824243,0.5878778,-0.06092211,0.792958199977875,1
134814,0.0166661,1.47352409549057,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8488364,0.09448737,-0.6773341,-0.7110167,0.2540534,-0.6528909,0.06038084,0.844149172306061,1
134820,0.016668,1.49019209481776,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8398036,0.1163759,-0.6719837,-0.6355335,0.2404893,-0.7291151,0.08156804,0.812512516975403,1
134822,0.0166664,1.50685849413276,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.6641526222229,1
134826,0.0166683,1.52352679334581,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134828,0.0166659,1.54019269347191,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
134832,0.016667,1.55685969255865,-0.8680547,0.06725645,-0.1559958,0.7470116,0.1187206,-0.6312478,0.1714796,0,0,0.8396024,0.1343096,-0.6495692,0.6609331,-0.2638126,0.7003221,-0.05585164,0.215183570981026,0.839069664478302
