446978,0.0710382,0.0710382014513016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
446990,0.0450043,0.116042502224445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
446998,0.0506278,0.166670303791761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447006,0.0574508,0.224121104925871,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447016,0.0305778,0.254698904231191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447026,0.0512192,0.305918103083968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447036,0.047344,0.353262102231383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447044,0.0445793,0.397841403260827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447054,0.041639,0.43948040343821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447062,0.047939,0.487419402226806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447072,0.0425714,0.529990801587701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447078,0.0460334,0.576024202629924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447086,0.0319915,0.608015703037381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447096,0.0450675,0.653083203360438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447106,0.0508694,0.703952604904771,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447114,0.0451221,0.749074703082442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447124,0.043921,0.792995704337955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447132,0.0455981,0.838593805208802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447142,0.0452586,0.88385240547359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447152,0.0473259,0.931178307160735,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447160,0.0426063,0.973784608766437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447170,0.057097,1.03088160790503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447180,0.0434104,1.07429200969636,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447190,0.0501497,1.12444171123207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447198,0.0516652,1.17610691301525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447204,0.0411273,1.21723421476781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447214,0.0218569,1.23909111507237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447220,0.0655463,1.30463741160929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447230,0.017545,1.32218241132796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447238,0.0649538,1.38713620789349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447248,0.0474557,1.43459190614522,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447258,0.0483865,1.48297840543091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447270,0.0386349,1.52161330543458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447280,0.0441961,1.56580940447748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447292,0.056244,1.62205340526998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447302,0.0537981,1.67585150711238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447314,0.0562774,1.7321289088577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447322,0.0583486,1.79047750867903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447332,0.0429636,1.83344111032784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447340,0.0490696,1.88251070864499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447350,0.0435013,1.9260120075196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447362,0.0473182,1.9733302090317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447372,0.0585047,2.03183490969241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447380,0.0433881,2.07522300817072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447390,0.0509202,2.12614320777357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447400,0.0509802,2.17712340690196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447408,0.0476821,2.22480550594628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447416,0.0357314,2.26053690724075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447424,0.0463603,2.30689720623195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447432,0.0487686,2.35566580481827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447442,0.0304681,2.38613390550017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447450,0.0587643,2.44489820674062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447462,0.0369389,2.48183710500598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447472,0.0515004,2.53333750367165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447482,0.045578,2.57891550287604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447494,0.0518048,2.63072030246258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447504,0.0598839,2.69060420244932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447516,0.0535439,2.74414810165763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447526,0.0538549,2.79800300300121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
447538,0.0572466,2.85524960234761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
