515996,0.0895243,0.0895242989063263,0.910,0.896,-0.404,25.535,1.365,355.841
516002,0.0441273,0.133651599287987,0.909,0.896,-0.404,25.503,0.821,355.729
516012,0.0384617,0.172113299369812,0.907,0.896,-0.405,25.502,0.280,355.753
516018,0.0436134,0.21572669968009,0.906,0.896,-0.405,25.540,359.914,355.785
516028,0.018406,0.234132699668407,0.905,0.896,-0.406,25.673,359.810,355.917
516038,0.0497109,0.283843599259853,0.904,0.896,-0.408,25.668,359.890,356.039
516050,0.0528413,0.336684897542,0.904,0.896,-0.409,25.709,359.974,356.046
516060,0.0551911,0.391875997185707,0.904,0.896,-0.411,25.652,0.097,355.970
516072,0.054012,0.445887997746468,0.904,0.897,-0.412,25.516,0.200,356.013
516082,0.0585337,0.504421696066856,0.904,0.897,-0.413,25.542,0.145,355.929
516094,0.0540364,0.558458097279072,0.904,0.897,-0.415,25.603,0.009,355.888
516106,0.0561434,0.614601496607065,0.903,0.897,-0.415,25.528,359.881,355.825
516118,0.0637694,0.678370896726847,0.903,0.897,-0.416,25.593,359.814,355.690
516130,0.0593454,0.737716298550367,0.903,0.897,-0.417,25.551,359.731,355.577
516140,0.0571841,0.794900398701429,0.903,0.897,-0.417,25.630,359.836,355.591
516150,0.0542149,0.849115297198296,0.904,0.897,-0.418,25.666,359.931,355.534
516158,0.0427342,0.891849495470524,0.904,0.897,-0.419,25.689,359.963,355.427
516168,0.0443326,0.936182096600533,0.904,0.897,-0.419,25.586,0.106,355.417
516176,0.0466686,0.982850696891546,0.905,0.897,-0.420,25.615,0.307,355.388
516186,0.044417,1.02726769819856,0.905,0.896,-0.420,25.652,0.673,355.472
516194,0.0435254,1.0707930997014,0.905,0.896,-0.420,25.651,0.953,355.494
516204,0.0446106,1.11540370061994,0.906,0.896,-0.421,25.716,1.164,355.433
516212,0.0446572,1.16006090119481,0.906,0.896,-0.421,25.702,1.364,355.405
516220,0.0372189,1.19727979972959,0.907,0.896,-0.421,25.660,1.549,355.419
516230,0.0515401,1.24881989881396,0.907,0.896,-0.420,25.649,1.641,355.372
516238,0.0436047,1.29242460057139,0.908,0.896,-0.420,25.636,1.738,355.367
516248,0.0435166,1.33594119921327,0.908,0.896,-0.420,25.616,1.749,355.305
516256,0.0451277,1.38106890022755,0.909,0.896,-0.418,25.683,1.698,355.285
516264,0.0442016,1.42527050152421,0.909,0.896,-0.417,25.773,1.620,355.226
516274,0.0436011,1.46887160092592,0.909,0.896,-0.416,25.941,1.555,355.195
516282,0.0453135,1.51418510079384,0.910,0.895,-0.414,26.052,1.599,355.221
516292,0.0436633,1.55784840136766,0.911,0.895,-0.412,26.173,1.680,355.246
516300,0.0459828,1.60383120179176,0.911,0.895,-0.410,26.292,1.800,355.239
516308,0.0453028,1.64913400262594,0.912,0.895,-0.408,26.400,1.940,355.229
516318,0.0407243,1.68985830247402,0.913,0.894,-0.406,26.468,2.160,355.328
516328,0.0464495,1.73630780354142,0.914,0.894,-0.404,26.560,2.361,355.385
516336,0.0429971,1.77930490300059,0.914,0.894,-0.402,26.729,2.529,355.377
516342,0.0427069,1.82201180234551,0.915,0.893,-0.400,26.844,2.576,355.320
516350,0.0349706,1.85698240250349,0.916,0.893,-0.398,26.909,2.581,355.269
516356,0.0441136,1.90109600126743,0.916,0.893,-0.397,27.035,2.565,355.205
516362,0.0313052,1.93240120261908,0.917,0.892,-0.395,27.053,2.553,355.121
516370,0.021644,1.95404520258307,0.917,0.892,-0.394,27.115,2.519,355.009
516376,0.0548343,2.00887950137258,0.918,0.892,-0.392,27.203,2.486,354.917
516386,0.0143853,2.0232648011297,0.919,0.892,-0.390,27.235,2.502,354.824
516394,0.0551035,2.07836830057204,0.920,0.892,-0.388,27.208,2.569,354.736
516402,0.0436792,2.12204750068486,0.920,0.891,-0.386,27.325,2.635,354.671
516410,0.0406511,2.16269860230386,0.921,0.891,-0.385,27.483,2.683,354.534
516418,0.0405254,2.20322400145233,0.922,0.890,-0.383,27.600,2.736,354.547
516428,0.0315012,2.23472520150244,0.922,0.890,-0.382,27.684,2.737,354.503
516436,0.0456948,2.28041999973357,0.922,0.890,-0.380,27.679,2.654,354.440
516446,0.0444363,2.32485629804432,0.922,0.890,-0.379,27.794,2.549,354.375
516454,0.0476306,2.37248689867556,0.922,0.889,-0.378,27.860,2.552,354.453
516464,0.0388386,2.41132549755275,0.921,0.889,-0.377,27.933,2.531,354.546
516472,0.0499088,2.46123429574072,0.921,0.889,-0.376,28.007,2.516,354.575
516482,0.0501922,2.51142649538815,0.921,0.889,-0.375,28.058,2.523,354.577
516492,0.046517,2.55794349499047,0.921,0.889,-0.374,28.115,2.571,354.623
516500,0.0447362,2.60267969407141,0.921,0.888,-0.373,28.158,2.630,354.727
516512,0.0447934,2.64747309498489,0.920,0.889,-0.372,28.143,2.673,354.815
516520,0.0528564,2.70032949559391,0.920,0.889,-0.372,28.199,2.698,354.818
516528,0.0447699,2.74509939737618,0.920,0.888,-0.371,28.227,2.787,354.820
516538,0.0448715,2.78997089900076,0.921,0.888,-0.370,28.252,2.926,354.880
516546,0.0462654,2.8362362999469,0.921,0.888,-0.369,28.326,3.031,354.927
516556,0.0425829,2.87881919927895,0.921,0.888,-0.369,28.371,3.141,354.961
516564,0.0451426,2.92396179772913,0.921,0.888,-0.368,28.268,3.316,355.048
516574,0.0443449,2.96830669604242,0.921,0.888,-0.367,28.192,3.486,355.158
516582,0.0489169,3.01722359471023,0.921,0.888,-0.366,28.209,3.621,355.213
516592,0.0367198,3.05394339375198,0.921,0.888,-0.365,28.262,3.691,355.251
516600,0.0510495,3.10499289445579,0.921,0.888,-0.364,28.253,3.678,355.251
516604,0.0419861,3.14697899483144,0.921,0.887,-0.363,28.341,3.602,355.153
516612,0.0176609,3.16463989391923,0.921,0.887,-0.362,28.481,3.519,355.138
516618,0.051611,3.21625089272857,0.921,0.887,-0.361,28.661,3.474,355.147
516630,0.0390429,3.25529379397631,0.921,0.886,-0.358,28.679,3.386,355.135
516636,0.0436654,3.29895919561386,0.921,0.886,-0.357,28.746,3.290,355.104
516646,0.0396682,3.33862739428878,0.921,0.885,-0.355,28.858,3.212,354.977
516654,0.0361028,3.37473019585013,0.921,0.885,-0.354,28.949,3.199,354.896
516664,0.0435234,3.41825359687209,0.922,0.885,-0.353,28.995,3.292,354.909
516672,0.0444635,3.46271709725261,0.922,0.884,-0.351,29.114,3.443,354.991
516682,0.0468369,3.50955399870873,0.922,0.884,-0.350,29.188,3.632,355.045
516690,0.0413958,3.55094979703426,0.923,0.884,-0.349,29.259,3.801,355.052
516700,0.0467466,3.59769639745355,0.923,0.883,-0.348,29.471,3.828,355.056
516708,0.0451037,3.64280009642243,0.923,0.883,-0.347,29.632,3.868,355.069
516718,0.0460447,3.68884479627013,0.924,0.883,-0.346,29.733,3.845,355.134
516728,0.0479235,3.73676829785109,0.924,0.882,-0.346,29.833,3.734,355.021
516738,0.0508405,3.78760879859328,0.924,0.882,-0.346,29.803,3.724,355.000
516746,0.0535215,3.84113029763103,0.924,0.883,-0.346,29.657,3.653,355.043
516756,0.0412018,3.88233209773898,0.923,0.883,-0.347,29.660,3.398,354.975
516764,0.0419825,3.92431459948421,0.923,0.883,-0.347,29.407,3.142,354.991
516774,0.0452006,3.96951520070434,0.923,0.884,-0.348,29.084,2.887,354.932
516782,0.0438263,4.01334150135517,0.924,0.884,-0.348,28.971,2.675,354.998
516790,0.0455058,4.05884730070829,0.925,0.885,-0.348,28.677,2.554,355.192
516800,0.0416306,4.10047790035605,0.927,0.885,-0.349,28.713,2.386,355.317
516810,0.0437279,4.14420580118895,0.929,0.884,-0.349,28.571,2.164,355.473
516818,0.0541401,4.19834589958191,0.932,0.884,-0.349,28.576,1.951,355.548
516826,0.0374514,4.23579730093479,0.935,0.884,-0.350,28.628,1.864,355.632
516834,0.0436148,4.27941210195422,0.939,0.884,-0.351,28.607,1.826,355.684
516844,0.0435969,4.32300900295377,0.943,0.883,-0.351,28.591,1.788,355.582
516854,0.0469391,4.36994810402393,0.947,0.883,-0.352,28.484,1.885,355.619
516862,0.0424521,4.41240020468831,0.952,0.883,-0.353,28.411,2.055,355.702
516872,0.0453018,4.4577020034194,0.956,0.882,-0.353,28.469,2.264,355.766
516880,0.0449586,4.50266060233116,0.960,0.881,-0.354,28.575,2.423,355.822
516888,0.0435931,4.5462537035346,0.963,0.880,-0.354,28.813,2.457,355.714
516898,0.0455376,4.59179130196571,0.966,0.879,-0.354,29.078,2.389,355.305
516906,0.0440755,4.63586680218577,0.968,0.879,-0.353,29.167,2.143,355.071
516916,0.043974,4.67984080314636,0.968,0.879,-0.351,29.320,1.688,354.669
516926,0.0462296,4.72607040405273,0.967,0.879,-0.348,29.611,1.402,354.364
516934,0.0475691,4.77363950386643,0.966,0.879,-0.344,29.570,1.218,354.256
516942,0.040917,4.81455650553107,0.963,0.880,-0.340,29.383,1.121,354.128
516952,0.0438793,4.85843580588698,0.960,0.880,-0.335,29.289,1.107,354.147
516960,0.0431573,4.90159310773015,0.956,0.880,-0.329,29.319,1.020,354.101
516968,0.0452021,4.94679520651698,0.952,0.880,-0.323,29.659,1.153,354.108
516978,0.0402153,4.98701050505042,0.949,0.880,-0.317,29.800,1.413,354.294
516988,0.0578644,5.04487490653992,0.946,0.879,-0.312,29.845,1.649,354.278
516994,0.0412876,5.08616250753403,0.943,0.879,-0.307,29.929,1.830,354.281
517004,0.0364639,5.12262640893459,0.941,0.879,-0.303,30.047,2.058,354.210
517014,0.046284,5.16891041025519,0.939,0.878,-0.299,30.159,2.437,354.244
517022,0.0448466,5.21375701203942,0.938,0.878,-0.296,30.195,2.910,354.343
