F,DT,T,tau1,tau2,tau3,tau4,tau5,tau6,tau7,con_x,con_y,con_z
418112,0.0413717,0.0413716994225979,-0.790797650814056,-19.0154209136963,0.256380259990692,15.5448446273804,0.255512356758118,2.76024556159973,-0.359641253948212,0.839158899531824,-1.26210456632348,-2.03196627210023
418116,0.0199944,0.0613660998642445,-0.862208783626556,-18.9678134918213,0.208772838115692,15.5924520492554,0.285724759101868,2.73461079597473,-0.353232562541962,0.887040106184742,-1.17832132825904,-2.02445799988065
418118,0.0236128,0.084978898987174,-0.862208783626556,-18.9678134918213,0.208772838115692,15.5924520492554,0.285724759101868,2.73461079597473,-0.353232562541962,0.887040106184742,-1.17832132825904,-2.02445799988065
418124,0.0166679,0.101646799594164,-0.889979779720306,-18.9678134918213,0.157198131084442,15.6440267562866,0.285724759101868,2.72820210456848,-0.366049945354462,0.914715837259393,-1.07828862469145,-1.9162186904494
418128,0.0166683,0.118315098807216,-0.889979779720306,-18.9678134918213,0.157198131084442,15.6440267562866,0.285724759101868,2.72820210456848,-0.366049945354462,0.914715837259393,-1.07828862469145,-1.9162186904494
418130,0.0173124,0.135627498850226,-0.889979779720306,-18.9678134918213,0.157198131084442,15.6440267562866,0.285724759101868,2.72820210456848,-0.366049945354462,0.914715837259393,-1.07828862469145,-1.9162186904494
418134,0.0187117,0.154339198023081,-0.862208783626556,-18.9916172027588,0.208772838115692,15.5686483383179,0.285724759101868,2.74101948738098,-0.314780414104462,0.888396767671018,-1.05986959594154,-1.99749587214275
418138,0.0222626,0.1766017973423,-0.889979779720306,-18.9400424957275,0.232576549053192,15.5686483383179,0.285724759101868,2.74101948738098,-0.295554339885712,0.876198994959777,-1.0497590386312,-2.01926218822655
418142,0.0166685,0.193270297721028,-0.838405072689056,-18.9400424957275,0.208772838115692,15.5686483383179,0.279316067695618,2.72087788581848,-0.321189105510712,0.832544078690042,-1.06632391342569,-2.03663873655894
418144,0.0173138,0.210584098473191,-0.838405072689056,-18.9400424957275,0.208772838115692,15.5686483383179,0.279316067695618,2.72087788581848,-0.321189105510712,0.832544078690042,-1.06632391342569,-2.03663873655894
418150,0.0226226,0.233206698670983,-0.814601361751556,-18.9400424957275,0.232576549053192,15.5210409164429,0.285724759101868,2.72087788581848,-0.334006488323212,0.77370370412865,-1.0341239251438,-2.04933842549797
