F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
20404,0.0166668,4.36529278196394,-2.385497,0.4534141,-1.606165,27.75709,8.895196,2.323441
20408,0.0166667,4.38195948116481,-2.385533,0.4530251,-1.606031,28.05951,8.943729,2.318518
20410,0.0166667,4.39862618036568,-2.38564,0.4527867,-1.605913,28.24093,8.967063,2.320426
20414,0.016667,4.41529317945242,-2.385501,0.4523351,-1.605688,28.54333,8.990618,2.318185
20416,0.0166675,4.4319606795907,-2.385466,0.4519101,-1.60548,28.73319,9.001947,2.314361
20422,0.0166664,4.4486270789057,-2.385444,0.451195,-1.605069,29.04969,9.026793,2.311342
20424,0.0166666,4.46529367938638,-2.385195,0.4506444,-1.604572,29.20897,9.036662,2.301818
20428,0.0166673,4.48196098022163,-2.38489,0.4497264,-1.603954,29.49231,9.045519,2.274964
20430,0.0166686,4.49862957932055,-2.384753,0.4494155,-1.603785,29.6295,9.051655,2.25302
20434,0.0166658,4.51529537886381,-2.383845,0.4481645,-1.602963,29.91442,9.060712,2.199251
20436,0.0166667,4.53196207806468,-2.383427,0.4477722,-1.602463,30.06107,9.062523,2.169456
20442,0.0166673,4.54862937889993,-2.382607,0.446809,-1.601648,30.3093,9.062781,2.11403
20444,0.0166662,4.5652955789119,-2.381854,0.4461418,-1.601104,30.42058,9.054654,2.08969
