F,DT,T,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
322410,0.0188371,0.0188370998948812,VALID,0.023529252037406,-0.0174983944743872,0.99957001209259,0,1.09920489788055,1,VALID,0.0518103986978531,-0.012916574254632,0.998573422431946,-0.0319750010967255,0.0869104489684105,VALID,-0.00483508408069611,-0.022087475284934,0.999744355678558,0.0319750010967255,0.0839387401938438
322414,0.0166668,0.0355038996785879,VALID,0.0238601807504892,-0.0185808390378952,0.999542593955994,0,1.09921979904175,1,VALID,0.05208795145154,-0.0138353481888771,0.998546659946442,-0.0319750010967255,0.0868361666798592,VALID,-0.00444624852389097,-0.0233319792896509,0.999717891216278,0.0319750010967255,0.08396877348423
322418,0.0166682,0.0521721001714468,VALID,0.0242607351392508,-0.0196496490389109,0.999512553215027,0,1.10344612598419,1,VALID,0.0524058528244495,-0.0149656813591719,0.998513698577881,-0.0319750010967255,0.0867570787668228,VALID,-0.00394490547478199,-0.0243282616138458,0.999696254730225,0.0319750010967255,0.0839440152049065
322420,0.0172668,0.0694389007985592,VALID,0.024410730227828,-0.0202890168875456,0.999496102333069,0,1.09591901302338,1,VALID,0.0527570135891438,-0.0155812883749604,0.998485803604126,-0.0319750010967255,0.0866768509149551,VALID,-0.00398688530549407,-0.0249888636171818,0.999679803848267,0.0319750010967255,0.083953745663166
322422,0.0166689,0.0861078016459942,VALID,0.0246339589357376,-0.0212014466524124,0.999471664428711,0,1.08515906333923,1,VALID,0.0532279089093208,-0.0162886995822191,0.998449504375458,-0.0319750010967255,0.0865944623947144,VALID,-0.00396590260788798,-0.0261131003499031,0.99965113401413,0.0319750010967255,0.0839377716183662
322426,0.0166661,0.102773901075125,VALID,0.0252326540648937,-0.022993553429842,0.999417126178741,0,1.07109677791595,0.975236773490906,VALID,0.0543749704957008,-0.0183469727635384,0.998351991176605,-0.0319750010967255,0.086605004966259,VALID,-0.00379162025637925,-0.0276422258466482,0.999610662460327,0.0319750010967255,0.0839644148945808
322430,0.0166675,0.119441401213408,VALID,0.0288640353828669,-0.0286604650318623,0.999172389507294,0,1.04084300994873,0.752777636051178,VALID,0.0592979826033115,-0.0253986325114965,0.997917175292969,-0.0319750010967255,0.0874302536249161,VALID,-0.00135604024399072,-0.0319946520030499,0.999487102031708,0.0319750010967255,0.0845232233405113
322432,0.0166665,0.136107901111245,VALID,0.0316469185054302,-0.0317959897220135,0.998993217945099,0,1.01932835578918,0.673491179943085,VALID,0.0628199577331543,-0.0290259588509798,0.997602701187134,-0.0319750010967255,0.0874853208661079,VALID,0.000672912283334881,-0.0346437767148018,0.999399483203888,0.0319750010967255,0.0845203474164009
322438,0.0166669,0.15277480147779,VALID,0.0380370579659939,-0.0399954058229923,0.998475611209869,0,0.99420440196991,0.620722770690918,VALID,0.0701045617461205,-0.0391600094735622,0.996770679950714,-0.0319750010967255,0.0874500200152397,VALID,0.00595328351482749,-0.0409620516002178,0.999142944812775,0.0319750010967255,0.0846187695860863
322442,0.0166665,0.169441301375628,VALID,0.0408693924546242,-0.04222322255373,0.998271942138672,0,0.956232905387878,0.639790117740631,VALID,0.0741827934980392,-0.0405418239533901,0.996420204639435,-0.0319750010967255,0.0874091163277626,VALID,0.00760974828153849,-0.0438675247132778,0.999008357524872,0.0319750010967255,0.0846398025751114
