F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
135054,0.0166657,2.67440748773515,0.9249536,0.5025573,-0.6352436,12.669,0.9301879,3.258048
135060,0.0166691,2.69107658788562,0.9271287,0.5023832,-0.6242813,12.63663,0.8559679,2.996581
135062,0.0166666,2.70774318836629,0.9281428,0.5023363,-0.6192815,12.60664,0.8086969,2.891076
135066,0.0166649,2.72440808825195,0.9302358,0.5023454,-0.6088387,12.54425,0.7050965,2.738056
135068,0.0166671,2.74107518792152,0.9313274,0.5023652,-0.603322,12.51658,0.6351998,2.674448
135072,0.016667,2.75774218700826,0.9332514,0.5023738,-0.5939546,12.49821,0.5265108,2.629364
135074,0.0166665,2.7744086869061,0.934258,0.5023611,-0.5892283,12.52518,0.4804559,2.626769
135080,0.0166697,2.7910783868283,0.9364724,0.5021974,-0.5797397,12.6808,0.4204304,2.617439
135082,0.0166641,2.80774248763919,0.9375627,0.5020308,-0.5753582,12.78993,0.4155556,2.612739
135086,0.0166691,2.82441158778965,0.9396154,0.5018835,-0.5674319,13.01967,0.4233976,2.63708
135088,0.016665,2.84107658825815,0.9405724,0.5018811,-0.563643,13.12253,0.4335327,2.664724
135094,0.0166679,2.85774448886514,0.9424593,0.502027,-0.55663,13.21824,0.4639061,2.754799
135096,0.0166654,2.87440988793969,0.9432757,0.5021587,-0.5535198,13.22999,0.4873575,2.820361
135100,0.0166682,2.89107808843255,0.9447876,0.5024389,-0.5468777,13.26537,0.577917,2.973178
135102,0.0166651,2.90774318762124,0.9452327,0.5026399,-0.5439594,13.28294,0.6365507,3.029474
135106,0.0166674,2.92441058717668,0.945565,0.5032936,-0.5386229,13.3272,0.8275074,3.139618
135108,0.0166664,2.94107698649168,0.9454309,0.5036702,-0.5363201,13.33704,0.9262789,3.162592
135114,0.0166679,2.95774488709867,0.9446544,0.5046113,-0.5319934,13.39657,1.140212,3.105062
135116,0.0169002,2.97464508749545,0.9440167,0.5052379,-0.5300017,13.45298,1.264022,3.011853
135120,0.0166683,2.9913133867085,0.9421069,0.5069669,-0.5260183,13.68531,1.592342,2.647042
135122,0.0166664,3.0079797860235,0.9408863,0.5080926,-0.5241203,13.83054,1.778385,2.425198
135126,0.0166698,3.02464958652854,0.9380195,0.5108,-0.5205553,14.21848,2.202106,1.923547
135128,0.0166641,3.04131368733943,0.9363641,0.5122304,-0.5189258,14.44795,2.407556,1.756922
135134,0.0166687,3.05798238702118,0.9333071,0.5147758,-0.5163749,15.01912,2.793574,1.694891
135134,0.0166648,3.074647186324,0.9317596,0.5159981,-0.5154116,15.36668,2.963042,1.831493
135140,0.0166686,3.09131578542292,0.9284261,0.5182885,-0.5140669,16.19174,3.271343,2.333873
135144,0.0193768,3.11069258488715,0.925483,0.5198684,-0.5138588,16.78078,3.424993,2.66359
135148,0.0190271,3.12971968576312,0.9241638,0.5203486,-0.5140564,17.01611,3.477684,2.725722
135150,0.0166708,3.14639048650861,0.9227066,0.5206919,-0.5144693,17.15501,3.512099,2.687732
135154,0.0166788,3.16306928731501,0.9203515,0.520708,-0.5156962,17.23943,3.570594,2.443536
135156,0.0166669,3.17973618768156,0.9191131,0.5203629,-0.5166764,17.1996,3.602457,2.287158
135160,0.0166666,3.19640278816223,0.9171294,0.5188688,-0.5188635,16.99842,3.662369,2.0905
135162,0.0166665,3.21306928806007,0.9160689,0.5174888,-0.520415,16.83931,3.710532,2.031078
135166,0.0166669,3.22973618842661,0.9144034,0.5144354,-0.5234197,16.60788,3.782528,1.967659
135170,0.0166683,3.24640448763967,0.9133424,0.5119364,-0.52565,16.46826,3.838806,1.913139
135174,0.0166656,3.2630700878799,0.9118227,0.5079874,-0.5290518,16.32173,3.950842,1.813942
135176,0.0166667,3.27973678708076,0.9107952,0.5054339,-0.5312868,16.28022,4.055367,1.74039
135180,0.0166671,3.29640388675034,0.9092284,0.5020047,-0.5344507,16.32205,4.262528,1.651454
