F,DT,T,tau1,tau2,tau3,tau4,tau5,tau6,tau7,con_x,con_y,con_z
20524,0.0186793,0.0186793003231287,-0.540858685970306,-22.4272861480713,0.506319224834442,18.9210052490234,1.01906216144562,2.01409077644348,-0.16005627810955,2.02156840568778,-0.365789290580432,0.955727891389636
20528,0.0166679,0.0353472009301186,-0.540858685970306,-22.4272861480713,0.506319224834442,18.9210052490234,1.01906216144562,2.01409077644348,-0.16005627810955,2.02156840568778,-0.365789290580432,0.955727891389636
20530,0.0166669,0.0520141012966633,-0.489283978939056,-22.677225112915,0.557893931865692,18.9963836669922,1.02455532550812,2.02049946784973,-0.17287366092205,2.17966561027721,-0.326731165792806,0.879567641402583
20534,0.0166668,0.0686809010803699,-0.513087689876556,-22.5780429840088,0.506319224834442,18.9448089599609,1.01906216144562,1.96831429004669,-0.1994239538908,2.25346127873998,-0.319082891743574,0.807522971175887
20540,0.0166681,0.0853490009903908,-0.465480268001556,-22.5264682769775,0.534090220928192,18.7464447021484,1.01906216144562,1.96099007129669,-0.1792823523283,2.39332815268544,-0.254638069173039,0.806508819510824
20542,0.0166652,0.102014200761914,-0.465480268001556,-22.5264682769775,0.534090220928192,18.7464447021484,1.01906216144562,1.96099007129669,-0.1792823523283,2.39332815268544,-0.254638069173039,0.806508819510824
20546,0.0166697,0.118683900684118,-0.465480268001556,-22.5264682769775,0.534090220928192,18.7464447021484,1.01906216144562,1.96099007129669,-0.1792823523283,2.39332815268544,-0.254638069173039,0.806508819510824
20548,0.0166842,0.135368101298809,-0.540858685970306,-22.6534214019775,0.581697642803192,19.1431732177734,1.01906216144562,2.05345845222473,-0.17287366092205,2.31372050818397,-0.266677807948059,0.850934303171819
20552,0.0166699,0.152038000524044,-0.540858685970306,-22.6534214019775,0.581697642803192,19.1431732177734,1.01906216144562,2.05345845222473,-0.17287366092205,2.31372050818397,-0.266677807948059,0.850934303171819
20554,0.016665,0.168703000992537,-0.540858685970306,-22.72483253479,0.557893931865692,19.0201873779297,1.01906216144562,1.99394905567169,-0.1792823523283,2.44435803565352,-0.224059985622496,0.673834783043856
20560,0.0166691,0.185372101143003,-0.513087689876556,-22.5780429840088,0.557893931865692,18.8456268310547,1.01906216144562,1.98754036426544,-0.1994239538908,2.31795214492777,-0.241004110423762,0.79835992737763
