F,DT,T,Status,GazeX,GazeY,GazeZ,GazePosition,FocusDistance,FocusStability,StatusL,LeftX,LeftY,LeftZ,PositionL,PupilL,StatusR,RightX,RightY,RightZ,PositionR,PupilR
148018,0.0381182,0.0381181985139847,VALID,-0.0467227883636951,-0.100952722132206,0.993793487548828,0,2,0.761138439178467,VALID,-0.0280890055000782,-0.102383904159069,0.994348287582397,-0.0306375008076429,0.0786290764808655,VALID,-0.0651899054646492,-0.0992825552821159,0.992921590805054,0.0306375008076429,0.0818142965435982
148022,0.0166681,0.0547862984240055,VALID,-0.0462585352361202,-0.100483417510986,0.993862807750702,0,2,0.70282518863678,VALID,-0.0276231318712235,-0.101965010166168,0.994404375553131,-0.0306375008076429,0.0784464702010155,VALID,-0.0647567585110664,-0.0988383814692497,0.992994248867035,0.0306375008076429,0.0818793401122093
148024,0.0166674,0.0714536979794502,VALID,-0.0463280938565731,-0.100248351693153,0.99388325214386,0,2,0.643569350242615,VALID,-0.0273113362491131,-0.10171427577734,0.994438707828522,-0.0306375008076429,0.0784697085618973,VALID,-0.0651792734861374,-0.098652221262455,0.99298506975174,0.0306375008076429,0.0818250924348831
148028,0.0166665,0.0881201978772879,VALID,-0.0452413596212864,-0.0999424085021019,0.99396413564682,0,2,0.687909662723541,VALID,-0.026240948587656,-0.101002633571625,0.99454003572464,-0.0306375008076429,0.078309178352356,VALID,-0.0641473010182381,-0.0987842604517937,0.993039190769196,0.0306375008076429,0.0818680375814438
148030,0.0166666,0.104786798357964,VALID,-0.0447813980281353,-0.0995660275220871,0.994022727012634,0,2,0.693530559539795,VALID,-0.0257703475654125,-0.10064048320055,0.994589030742645,-0.0306375008076429,0.0782287940382957,VALID,-0.0637185871601105,-0.0984099730849266,0.993103921413422,0.0306375008076429,0.0818666890263557
148034,0.016667,0.121453797444701,VALID,-0.0438886880874634,-0.0990219861268997,0.994116902351379,0,2,0.722326159477234,VALID,-0.0248801410198212,-0.0998760163784027,0.994688749313354,-0.0306375008076429,0.0782220661640167,VALID,-0.0628519430756569,-0.0980872288346291,0.993191063404083,0.0306375008076429,0.0818806141614914
148038,0.0166671,0.138120897114277,VALID,-0.0436334535479546,-0.09878209233284,0.994152009487152,0,2,0.629860579967499,VALID,-0.0239289440214634,-0.0991522967815399,0.994784533977509,-0.0306375008076429,0.0781162232160568,VALID,-0.0631593391299248,-0.0982415452599525,0.993156313896179,0.0306375008076429,0.0819155499339104
148042,0.0166676,0.154788497835398,VALID,-0.0433497466146946,-0.0984624549746513,0.994196116924286,0,2,0.771575808525085,VALID,-0.0233322139829397,-0.0987159535288811,0.994842052459717,-0.0306375008076429,0.0780603438615799,VALID,-0.063141718506813,-0.0980521440505981,0.993176162242889,0.0306375008076429,0.0818520039319992
148044,0.0166674,0.171455897390842,VALID,-0.0432098470628262,-0.0983884036540985,0.99420952796936,0,2,0.841121852397919,VALID,-0.0236362293362617,-0.0986547768115997,0.994840979576111,-0.0306375008076429,0.078053243458271,VALID,-0.0626382678747177,-0.0979850515723228,0.993214666843414,0.0306375008076429,0.0818691551685333
148048,0.0166661,0.188121996819973,VALID,-0.0423946231603622,-0.097986064851284,0.994284391403198,0,2,0.826182961463928,VALID,-0.0236488617956638,-0.0981382802128792,0.994891762733459,-0.0306375008076429,0.0779321044683456,VALID,-0.0608774721622467,-0.0977142825722694,0.993350803852081,0.0306375008076429,0.0818817242980003
148052,0.0166668,0.20478879660368,VALID,-0.0422187969088554,-0.0976498052477837,0.994324922561646,0,2,0.772026896476746,VALID,-0.0234474707394838,-0.0978902205824852,0.994920969009399,-0.0306375008076429,0.0779633745551109,VALID,-0.0607885755598545,-0.0973288789391518,0.993394076824188,0.0306375008076429,0.0818545669317245
148054,0.0166662,0.221454996615648,VALID,-0.0424141064286232,-0.0975484997034073,0.994326591491699,0,2,0.808725416660309,VALID,-0.0231912471354008,-0.0978691652417183,0.994929015636444,-0.0306375008076429,0.0780225321650505,VALID,-0.0614271014928818,-0.0971575751900673,0.993371605873108,0.0306375008076429,0.0819403603672981
148060,0.0166674,0.238122396171093,VALID,-0.0425827205181122,-0.0973174497485161,0.994342029094696,0,2,0.69909143447876,VALID,-0.0224808901548386,-0.0977450385689735,0.994957566261292,-0.0306375008076429,0.0780620276927948,VALID,-0.0623019635677338,-0.096827007830143,0.993349373340607,0.0306375008076429,0.0819882676005363
148062,0.0166667,0.254789095371962,VALID,-0.0425881966948509,-0.097247801721096,0.994348585605621,0,2,0.719174921512604,VALID,-0.0221956465393305,-0.0977829247713089,0.994960248470306,-0.0306375008076429,0.078099250793457,VALID,-0.0625631734728813,-0.0966396257281303,0.993351221084595,0.0306375008076429,0.0820537507534027
148066,0.0166682,0.27145729586482,VALID,-0.0421024262905121,-0.0971658900380135,0.994377255439758,0,2,0.70231306552887,VALID,-0.0222044643014669,-0.0980188921093941,0.99493682384491,-0.0306375008076429,0.0782024711370468,VALID,-0.0617975518107414,-0.0961228534579277,0.99344927072525,0.0306375008076429,0.082144632935524
148068,0.0166695,0.288126796483994,VALID,-0.0418117195367813,-0.0970573350787163,0.994400143623352,0,2,0.749637246131897,VALID,-0.0224510729312897,-0.0981365367770195,0.994919657707214,-0.0306375008076429,0.0782472044229507,VALID,-0.060901615768671,-0.0956401526927948,0.993551194667816,0.0306375008076429,0.0821202024817467
