1134848,0.0518112,0.0518111996352673,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.152,0.484,0.171,0.658,-0.068,0.667,0.342,0.000,0.000
1134856,0.0430169,0.0948280990123749,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.151,0.485,0.170,0.660,-0.070,0.660,0.352,0.000,0.000
1134864,0.0353611,0.130189199000597,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.150,0.485,0.171,0.660,-0.069,0.651,0.368,0.000,0.000
1134872,0.0456726,0.175861798226833,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.150,0.485,0.170,0.659,-0.065,0.642,0.387,0.000,0.000
1134882,0.0332087,0.20907049998641,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.151,0.483,0.169,0.655,-0.056,0.627,0.419,0.000,0.000
1134890,0.0490063,0.258076798170805,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.149,0.485,0.166,0.650,-0.040,0.606,0.457,0.055,0.000
1134900,0.0442902,0.302366998046637,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.149,0.486,0.160,0.646,-0.014,0.584,0.492,0.272,0.000
1134910,0.0402523,0.342619299888611,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.150,0.482,0.156,0.639,0.016,0.553,0.535,0.387,0.000
1134918,0.0527297,0.395348999649286,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.153,0.481,0.152,0.624,0.026,0.528,0.575,0.584,0.000
1134928,0.0469536,0.442302599549294,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.151,0.481,0.148,0.619,0.043,0.507,0.598,0.727,0.082
1134936,0.0424988,0.484801400452852,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.149,0.483,0.146,0.626,0.065,0.491,0.602,0.640,0.078
1134946,0.042687,0.527488399296999,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.148,0.481,0.143,0.631,0.074,0.478,0.606,0.520,0.431
1134954,0.0489752,0.576463598757982,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.148,0.483,0.141,0.633,0.079,0.470,0.611,0.397,0.662
1134966,0.0433427,0.619806297123432,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.147,0.484,0.139,0.634,0.086,0.463,0.613,0.393,0.812
1134974,0.0617661,0.681572396308184,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.145,0.485,0.137,0.636,0.096,0.458,0.614,0.465,0.901
1134982,0.0362823,0.71785469725728,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.144,0.487,0.137,0.637,0.101,0.456,0.614,0.517,0.967
1134992,0.0430634,0.760918095707893,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.143,0.488,0.136,0.636,0.105,0.455,0.615,0.558,1.000
1135000,0.0479706,0.80888869613409,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.143,0.489,0.135,0.634,0.109,0.454,0.617,0.654,1.000
1135010,0.0366705,0.845559194684029,0.828,0.501,0.041,-0.241,-0.061,0.963,0.101,0.943,1.000,1.142,0.490,0.134,0.634,0.112,0.451,0.618,0.685,1.000
