F,DT,T,tau1,tau2,tau3,tau4,tau5,tau6,tau7,con_x,con_y,con_z
52904,0.1351178,0.135117799043655,-0.0647844672203064,-17.8768100738525,0.506319224834442,15.1203451156616,0.690387845039368,2.72820210456848,-0.404502093791962,-2.56455010881006,-0.624517532583371,2.19164716898346
52908,0.0274562,0.16257399879396,-0.140162885189056,-17.9283847808838,0.482515513896942,14.8743734359741,0.702289700508118,2.66869282722473,-0.385276019573212,-2.62632035415623,-0.538087359438562,2.05528441972796
52910,0.0166683,0.179242298007011,-0.140162885189056,-17.9283847808838,0.482515513896942,14.8743734359741,0.702289700508118,2.66869282722473,-0.385276019573212,-2.62632035415623,-0.538087359438562,2.05528441972796
52916,0.0166669,0.195909198373556,-0.338527143001556,-17.5792636871338,0.280183970928192,14.6482381820679,0.768207669258118,2.62291646003723,-0.398093402385712,-2.50203784877668,-0.687048557646995,1.94446065143819
52918,0.0166671,0.212576298043132,-0.338527143001556,-17.5792636871338,0.280183970928192,14.6482381820679,0.768207669258118,2.62291646003723,-0.398093402385712,-2.50203784877668,-0.687048557646995,1.94446065143819
52924,0.0166671,0.229243397712708,-0.338527143001556,-17.5792636871338,0.280183970928192,14.6482381820679,0.768207669258118,2.62291646003723,-0.398093402385712,-2.50203784877668,-0.687048557646995,1.94446065143819
52926,0.0178865,0.247129898518324,-0.290919721126556,-17.8768100738525,0.280183970928192,14.7236166000366,0.780109524726868,2.68151021003723,-0.372458636760712,-2.12897730750974,-0.719166264454678,1.85676500607463
52930,0.0166674,0.263797298073769,-0.290919721126556,-17.8768100738525,0.280183970928192,14.7236166000366,0.780109524726868,2.68151021003723,-0.372458636760712,-2.12897730750974,-0.719166264454678,1.85676500607463
52932,0.0166673,0.28046459890902,-0.263148725032806,-17.8292026519775,0.331758677959442,14.8227987289429,0.762714505195618,2.70165181159973,-0.436545550823212,-2.15108662890395,-0.676347811364824,2.02030928655854
52936,0.0166663,0.297130899503827,-0.314723432064056,-17.630838394165,0.280183970928192,14.9497518539429,0.798420071601868,2.64305806159973,-0.398093402385712,-2.38949379531449,-0.820262723581907,1.66948528812835
52938,0.016667,0.313797898590565,-0.314723432064056,-17.630838394165,0.280183970928192,14.9497518539429,0.798420071601868,2.64305806159973,-0.398093402385712,-2.38949379531449,-0.820262723581907,1.66948528812835
52942,0.0166668,0.330464698374271,-0.215541303157806,-17.5316562652588,0.355562388896942,14.9219808578491,0.774616360664368,2.64305806159973,-0.436545550823212,-1.91217617696354,-0.562579068186726,1.58973422910261
52944,0.0166667,0.34713139757514,-0.215541303157806,-17.5316562652588,0.355562388896942,14.9219808578491,0.774616360664368,2.64305806159973,-0.436545550823212,-1.91217617696354,-0.562579068186726,1.58973422910261
52950,0.016667,0.363798396661878,-0.187770307064056,-17.3570957183838,0.383333384990692,14.8505697250366,0.786518216133118,2.61650776863098,-0.423728168010712,-1.91408320234095,-0.802603965981984,1.46623578189632
