F,DT,T,LeapPos_X,LeapPos_Y,LeapPos_Z,LeapRot_X,LeapRot_Y,LeapRot_Z,LeapRot_W,Grab,Pinch,cmdPos_X,cmdPos_Y,cmdPos_Z,cmdRot_X,cmdRot_Y,cmdRot_Z,cmdRot_W
182526,0.0504436,0.0504436008632183,1.077118,0.5635515,-0.2593771,-0.5716917,0.1565362,-0.7255307,-0.3496718,0,0,0.413826,0.1267634,0.1338922,0.9911188,-0.1297858,0.0005114949,-0.02896518
182526,0.0205923,0.0710359010845423,1.077294,0.5638883,-0.2596563,0.5718831,-0.1564095,0.7255001,0.3494787,0,0,0.4143772,0.1271182,0.1345515,0.9910777,-0.1301004,0.0006758069,-0.02895436
182548,0.016668,0.087703900411725,1.077594,0.5645051,-0.2601584,-0.5721004,0.1564338,-0.7254475,-0.3492215,0,0,0.4146564,0.1272936,0.1348883,0.9910488,-0.1302669,0.0007399679,-0.02919569
182548,0.0166668,0.104370700195432,1.077715,0.5647867,-0.2604188,0.5722246,-0.1561669,0.7254246,0.3491853,0,0,0.4151585,0.1275936,0.1355051,0.991025,-0.1303974,0.0009661345,-0.02941468
182548,0.0166677,0.121038399636745,1.077863,0.565099,-0.260972,-0.5723737,0.1558767,-0.7254146,-0.349091,0,0,0.4154189,0.1277149,0.1357867,0.9909946,-0.1305903,0.0008220131,-0.02958678
182548,0.0166667,0.137705098837614,1.077931,0.5651973,-0.2612854,-0.5724364,0.1556758,-0.7255061,-0.348888,0,0,0.4159721,0.1278635,0.136099,0.9909608,-0.1307923,0.000692858,-0.02982512
182548,0.0166665,0.154371598735452,1.077989,0.5652317,-0.2618226,-0.5725912,0.1554237,-0.7256526,-0.3484409,0,0,0.4162856,0.1279314,0.1361973,0.9909476,-0.1308245,0.0006323312,-0.03012346
182548,0.0166675,0.171039098873734,1.078024,0.5651449,-0.2621125,-0.5726544,0.1552223,-0.7256895,-0.3483503,0,0,0.4168227,0.1279891,0.1362317,0.9909249,-0.130868,0.0006658143,-0.03067596
182548,0.016667,0.187706097960472,1.07812,0.5649894,-0.2625427,0.5727452,-0.1548167,0.7257049,0.3483493,0,0,0.4171126,0.1280242,0.1361449,0.9909081,-0.1309506,0.0005643178,-0.03086765
182548,0.0166665,0.20437259785831,1.078186,0.5648561,-0.2627096,-0.5727533,0.1545806,-0.7257035,-0.348444,0,0,0.4175428,0.12812,0.1359894,0.9908744,-0.1311554,0.000275286,-0.03108309
