F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
110906,0.0196973,2.43832849524915,0.736625,0.629981,-0.4061366,24.81906,9.704889,1.703127
110910,0.0252001,2.46352859586477,0.7424759,0.6175788,-0.4120578,24.05152,9.108793,2.05575
110912,0.0192473,2.48277589678764,0.745636,0.6113555,-0.4154061,23.6615,8.752339,2.203047
110918,0.0171747,2.49995059706271,0.7535142,0.5970976,-0.423878,22.83133,7.892622,2.390638
110920,0.0180349,2.51798549667001,0.7572265,0.5908862,-0.4279442,22.43172,7.423574,2.460264
110926,0.0183036,2.5362890958786,0.7670217,0.5761361,-0.4386202,21.65809,6.302588,2.629977
110928,0.0197575,2.55604659579694,0.7720243,0.5690909,-0.4440572,21.28808,5.696848,2.722294
110932,0.0184384,2.57448499649763,0.7847644,0.5528107,-0.4577669,20.32518,4.128356,2.73149
110934,0.0191155,2.59360049664974,0.7905179,0.5462105,-0.4639217,19.9773,3.502589,2.666662
110940,0.0166676,2.61026809737086,0.8043017,0.531736,-0.478347,19.12033,1.788087,2.685938
110942,0.0193456,2.62961369752884,0.8089398,0.5271429,-0.4831872,18.84926,1.243518,2.773492
110948,0.016669,2.64628269709647,0.8248781,0.5119345,-0.49935,17.92666,359.4712,3.004287
110950,0.0207829,2.66706559620798,0.8321435,0.5054026,-0.5065485,17.60191,358.8534,3.003262
110954,0.0166675,2.68373309634626,0.8487988,0.4915138,-0.5227419,17.20351,357.822,3.022807
110958,0.0192321,2.70296519622207,0.8647535,0.4809406,-0.5377035,17.19482,357.2657,3.377449
110962,0.0216787,2.72464389540255,0.8719304,0.4774047,-0.5442699,17.14516,357.0938,3.67514
110966,0.0166683,2.7413121946156,0.8873222,0.4710405,-0.5580434,17.06975,356.8963,4.564312
110968,0.0189909,2.7603030949831,0.8937967,0.4688371,-0.5636854,17.23644,356.8526,4.882978
110974,0.016667,2.77697009406984,0.9078459,0.4666189,-0.5754294,17.55101,356.919,4.903061
110976,0.0185956,2.79556569457054,0.9134212,0.467099,-0.5796429,17.45054,357.0937,4.858303
110980,0.0166706,2.81223629415035,0.9263883,0.4698035,-0.5884832,17.07362,357.5794,5.263753
110984,0.0236778,2.83591409400105,0.9359427,0.4725761,-0.5942016,16.77102,357.9173,5.686713
110986,0.0166671,2.85258119367063,0.9407348,0.474225,-0.5966753,16.60178,358.0677,5.713129
110992,0.0172589,2.86984009295702,0.9494942,0.4774595,-0.6003785,16.21094,358.4513,5.404721
110994,0.0166661,2.88650619238615,0.9533161,0.478812,-0.6017719,15.9963,358.6727,5.144206
110998,0.0177027,2.90420889295638,0.9606534,0.4817015,-0.6036654,15.45197,359.2329,4.381979
111000,0.021425,2.92563389241695,0.9634645,0.4823884,-0.6042928,15.23065,359.4933,4.072484
111006,0.0166667,2.94230059161782,0.9686945,0.4838234,-0.6045726,14.9112,-0.001448264,3.564215
111008,0.0194877,2.96178829111159,0.9705328,0.4843565,-0.6043504,14.77596,0.2200988,3.38271
111014,0.0166671,2.97845539078116,0.9740168,0.4855027,-0.602891,14.3791,0.724072,2.930227
111016,0.0221968,3.00065219029784,0.975017,0.4861973,-0.602025,14.1532,0.8746527,2.747898
111022,0.0166689,3.01732109114528,0.9769306,0.4883277,-0.5991761,13.45344,1.100739,2.363995
111026,0.0200453,3.03736639022827,0.9779722,0.4909922,-0.596499,13.09004,1.162998,2.265715
111030,0.0257379,3.06310429051518,0.9786757,0.4937492,-0.5945765,12.9326,1.167262,2.31576
111032,0.0210746,3.08417889103293,0.9789953,0.4955596,-0.5937177,12.88208,1.149777,2.420686
111038,0.0166677,3.10084659047425,0.9798579,0.4996178,-0.5920379,12.80541,1.038022,2.722222
111040,0.0189986,3.11984519101679,0.9803647,0.501838,-0.5913533,12.74925,0.925809,2.840094
111044,0.0166672,3.13651239126921,0.9814417,0.5055671,-0.5903452,12.63152,0.7413102,2.822361
111046,0.0166674,3.15317979082465,0.982029,0.507184,-0.5900348,12.56599,0.6411347,2.728491
111052,0.016671,3.16985079087317,0.9833298,0.5103765,-0.5895415,12.45133,0.4787353,2.544304
111054,0.0171098,3.1869605910033,0.9841621,0.5118784,-0.5893437,12.36295,0.3930722,2.440434
111060,0.0204363,3.20739689096808,0.9859607,0.5142624,-0.5890196,12.11803,0.2862346,2.105004
111062,0.0186679,3.22606479004025,0.9866426,0.5147368,-0.5889,12.057,0.3146564,1.930188
111066,0.0166668,3.24273158982396,0.9882164,0.5153171,-0.5884182,11.99659,0.475364,1.643377
111068,0.0182636,3.26099519059062,0.9888843,0.5153756,-0.5880762,11.95903,0.5735463,1.552615
111074,0.0166681,3.27766329050064,0.9902606,0.5146834,-0.5870731,11.95937,0.7898671,1.396142
111076,0.0203277,3.29799099080265,0.9908947,0.5142116,-0.5863853,12.0002,0.8957997,1.295772
111080,0.0166679,3.31465889140964,0.9921557,0.5130476,-0.5841637,12.1885,1.188578,1.102468
111082,0.0201783,3.33483719080687,0.9925959,0.5126998,-0.5830227,12.29252,1.317478,1.059132
111088,0.016714,3.35155119001865,0.9935722,0.5118276,-0.579545,12.55401,1.541646,0.9804835
111092,0.0202122,3.3717633895576,0.9944023,0.5109379,-0.5756857,12.83558,1.707193,0.8069845
111094,0.0212626,3.39302598871291,0.994642,0.5106078,-0.573939,12.95246,1.786182,0.7204984
111100,0.0166675,3.40969348885119,0.995322,0.5099481,-0.56941,13.28139,1.964577,0.4758131
111102,0.0177427,3.427436189726,0.9956118,0.5098487,-0.5671716,13.45419,2.053493,0.3489651
111106,0.0166683,3.44410448893905,0.9961798,0.5099065,-0.5625543,13.70409,2.20853,0.1367321
111108,0.0186609,3.46276538819075,0.9963737,0.5100009,-0.5605104,13.82068,2.28845,0.006669831
111112,0.0166673,3.479432689026,0.9966955,0.5106124,-0.555536,13.96839,2.416228,359.7315
111116,0.0188838,3.49831648916006,0.9967705,0.5108631,-0.5535907,14.01183,2.463538,359.6058
111120,0.0166681,3.51498458907008,0.9968696,0.5114046,-0.5488093,14.17951,2.523258,359.2641
111124,0.0200747,3.53505928814411,0.9968157,0.5115231,-0.547372,14.30895,2.532879,359.1423
111128,0.0166682,3.55172748863697,0.9967712,0.5117967,-0.545135,14.58774,2.539858,359.0214
111130,0.0166666,3.56839408911765,0.9967906,0.5119134,-0.5443814,14.70726,2.542766,358.9801
111134,0.0166658,3.58505988866091,0.9967084,0.5121931,-0.5432293,14.91846,2.557091,358.8611
111138,0.0211245,3.60618438944221,0.9966828,0.5122449,-0.5429989,14.96471,2.554993,358.7914
111142,0.0166668,3.62285118922591,0.9965491,0.5122248,-0.5430127,14.99576,2.551528,358.6113
111146,0.0234518,3.64630298875272,0.9963477,0.512023,-0.5437202,15.00533,2.561296,358.4239
111148,0.0175849,3.66388788819313,0.9962589,0.5118501,-0.5442368,15.02579,2.569281,358.3903
111154,0.0166671,3.68055498786271,0.9960687,0.5113472,-0.545772,15.08673,2.569954,358.3922
111158,0.0218506,3.70240558870137,0.9958339,0.5107067,-0.5475432,15.20682,2.557051,358.4278
111160,0.0225014,3.72490698844194,0.9956951,0.5102893,-0.5486347,15.31639,2.54254,358.4528
111166,0.0166697,3.74157668836415,0.9953838,0.5095954,-0.5511515,15.55508,2.514499,358.5246
111168,0.0172327,3.75880938768387,0.9951702,0.5092124,-0.5525517,15.66959,2.494488,358.5714
111170,0.0166678,3.77547718770802,0.9949989,0.5089055,-0.5539764,15.79253,2.464708,358.6314
111176,0.0166681,3.79214528761804,0.994468,0.5080823,-0.557301,16.0536,2.37965,358.7617
111178,0.0175778,3.80972308851779,0.9942311,0.5077066,-0.5587057,16.15169,2.344297,358.8027
111182,0.0166683,3.82639138773084,0.9935052,0.5065965,-0.5620621,16.41316,2.271142,358.8539
111188,0.0191728,3.84556418843567,0.9927716,0.5055214,-0.5645891,16.59194,2.256529,358.8438
111190,0.0215812,3.86714538931847,0.9922956,0.504933,-0.5658025,16.66868,2.264293,358.8449
111194,0.0166687,3.88381408900023,0.9911346,0.5036401,-0.5679195,16.81585,2.329252,358.9023
111198,0.0222615,3.90607558935881,0.9898091,0.5025666,-0.5692616,16.90446,2.422455,358.9992
111202,0.0215213,3.92759688943625,0.9890072,0.5020825,-0.5697443,16.94711,2.475007,359.0539
111206,0.0166676,3.94426449015737,0.9871758,0.5012613,-0.5701914,17.09058,2.644119,359.1685
111208,0.0199977,3.96426218934357,0.9861503,0.5010842,-0.5701132,17.18119,2.745234,359.1962
111214,0.0166678,3.98092998936772,0.9839981,0.5013058,-0.5691314,17.30754,3.013316,359.2161
111216,0.0172993,3.9982292894274,0.9829291,0.5016788,-0.5683271,17.31797,3.130788,359.2187
111220,0.0166683,4.01489758864045,0.9806324,0.5027277,-0.5659678,17.2812,3.403717,359.1954
111226,0.020783,4.0356805883348,0.978484,0.5038655,-0.5633041,17.22368,3.637616,359.1445
111228,0.0208979,4.05657848902047,0.977533,0.5044401,-0.5619668,17.20948,3.762071,359.1077
111232,0.0166687,4.07324718870223,0.9754149,0.5058202,-0.5588058,17.20586,4.012723,359.0144
111234,0.0177191,4.09096628800035,0.9743838,0.5065696,-0.5571836,17.2052,4.12795,358.9793
111240,0.0166717,4.10763798840344,0.9724466,0.5081282,-0.5538182,17.16549,4.384471,358.948
111242,0.0225044,4.13014238886535,0.9716213,0.5088156,-0.5523546,17.12046,4.496828,358.9656
111246,0.0166681,4.14681048877537,0.9699823,0.5100215,-0.54916,16.96971,4.693634,359.0944
111248,0.0166656,4.1634760890156,0.9693184,0.5104645,-0.5477541,16.91091,4.75685,359.1784
111254,0.0170235,4.18049958907068,0.9680865,0.5108035,-0.5451492,16.90737,4.869757,359.4562
111256,0.019807,4.20030658878386,0.9676263,0.5107026,-0.5442046,16.99661,4.905991,359.5577
111262,0.0166675,4.21697408892214,0.9669226,0.5101315,-0.542799,17.33859,4.994316,359.6673
111264,0.0190959,4.23606998845935,0.9666541,0.5098139,-0.5423471,17.51052,5.031547,359.669
111268,0.0168839,4.25295388884842,0.9661765,0.5091138,-0.541665,17.92306,5.114466,359.6422
111270,0.0184851,4.27143898792565,0.965957,0.5088157,-0.5414448,18.11546,5.157684,359.6311
111276,0.0166671,4.28810608759522,0.9655931,0.508224,-0.5409135,18.31872,5.234663,359.6637
111278,0.0198588,4.30796488747001,0.9653959,0.5079478,-0.5406677,18.35372,5.268763,359.6936
111282,0.0166676,4.32463248819113,0.9647715,0.5068737,-0.5400252,18.39651,5.386212,359.793
111286,0.0218684,4.34650088846684,0.9642162,0.5058474,-0.5394189,18.41789,5.479035,359.8771
