2457130,0.0523151,0.0523151010274887,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.089,0.332,0.168,0.584,-0.462,0.625,0.233,0.122,0.000
2457138,0.0434173,0.0957324020564556,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.089,0.333,0.168,0.588,-0.468,0.619,0.228,0.076,0.000
2457146,0.0419386,0.137671001255512,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.088,0.332,0.166,0.590,-0.474,0.615,0.224,0.031,0.000
2457156,0.0348315,0.172502502799034,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.088,0.333,0.165,0.589,-0.479,0.613,0.220,0.003,0.000
2457164,0.0473858,0.219888303428888,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.089,0.333,0.165,0.589,-0.482,0.611,0.215,0.000,0.000
2457174,0.044856,0.264744304120541,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.091,0.335,0.165,0.591,-0.484,0.608,0.217,0.000,0.000
2457182,0.0408908,0.30563510581851,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.093,0.348,0.165,0.610,-0.462,0.594,0.250,0.000,0.000
2457192,0.0447341,0.350369207561016,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.095,0.361,0.161,0.626,-0.439,0.577,0.288,0.191,0.000
2457200,0.0457435,0.396112706512213,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.098,0.381,0.151,0.634,-0.401,0.586,0.306,0.273,0.000
2457210,0.0436832,0.439795907586813,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.102,0.403,0.141,0.644,-0.340,0.597,0.337,0.436,0.000
2457216,0.0445369,0.48433280736208,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.101,0.426,0.125,0.648,-0.276,0.609,0.364,0.555,0.308
2457226,0.0390378,0.523370608687401,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.098,0.463,0.092,0.636,-0.202,0.629,0.400,0.710,0.749
2457236,0.056486,0.579856608062983,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.095,0.508,0.053,0.588,-0.143,0.636,0.479,1.000,1.000
2457246,0.042362,0.622218608856201,-0.073,-0.057,0.118,-0.519,0.486,0.566,-0.416,0.000,0.000,1.091,0.540,0.027,0.546,-0.086,0.633,0.542,1.000,0.924
