F,DT,T,tau1,tau2,tau3,tau4,tau5,tau6,tau7,con_x,con_y,con_z
502848,0.030109,0.0301089994609356,-0.513087689876556,-25.7439365386963,0.208772838115692,20.8094329833984,1.29280483722687,2.59636616706848,0.14206774532795,-3.06606020235073,-1.35726812669709,0.613539568451795
502852,0.0166665,0.0467754993587732,-0.513087689876556,-25.7439365386963,0.208772838115692,20.8094329833984,1.29280483722687,2.59636616706848,0.14206774532795,-3.06606020235073,-1.35726812669709,0.613539568451795
502854,0.0166669,0.063442399725318,-0.687648236751556,-25.86692237854,0.280183970928192,20.5356903076172,1.25160610675812,2.51122212409973,0.16770251095295,-3.18927413284415,-1.35563440463067,0.823555534629339
502858,0.0166676,0.0801100004464388,-0.338527143001556,-25.5931797027588,0.458711802959442,19.8890228271484,1.16737759113312,2.36107563972473,0.15488512814045,-3.20089914291867,-1.14210050893606,0.747576659065791
502860,0.0182672,0.0983771998435259,-0.338527143001556,-25.5931797027588,0.458711802959442,19.8890228271484,1.16737759113312,2.36107563972473,0.15488512814045,-3.20089914291867,-1.14210050893606,0.747576659065791
502866,0.0166676,0.115044800564647,-0.112391889095306,-25.9661045074463,0.784029185771942,20.3611297607422,0.983356595039368,2.41966938972473,0.0715721398591995,-3.39238879304312,-1.0822396394187,0.779773598313488
502868,0.0166661,0.131710899993777,-0.112391889095306,-25.9661045074463,0.784029185771942,20.3611297607422,0.983356595039368,2.41966938972473,0.0715721398591995,-3.39238879304312,-1.0822396394187,0.779773598313488
502872,0.0166679,0.148378800600767,-0.163966596126556,-26.041482925415,0.807832896709442,20.2381439208984,0.970539212226868,2.41966938972473,0.0715721398591995,-3.35666516309841,-1.06589329760018,0.840737984724532
502874,0.0181935,0.166572300717235,-0.112391889095306,-26.5096225738525,0.883211314678192,20.3611297607422,0.851520657539368,2.41326069831848,0.0322044640779495,-3.41859072498633,-0.789578113739948,1.14153766979006
502876,0.0166672,0.183239500969648,-0.112391889095306,-26.5096225738525,0.883211314678192,20.3611297607422,0.851520657539368,2.41326069831848,0.0322044640779495,-3.41859072498633,-0.789578113739948,1.14153766979006
