F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ
169432,0.0166654,1.40953190252185,0.6453643,0.6502103,-0.5710678,46.62959,74.22869,14.78845
169436,0.0166679,1.42619980312884,0.6604879,0.6508739,-0.5604084,46.7318,72.30743,13.98958
169438,0.0166665,1.44286630302668,0.6679672,0.6517022,-0.5541527,46.63456,71.28016,13.75104
169442,0.0166672,1.45953350327909,0.6799569,0.6543443,-0.5417816,46.28182,69.38129,13.53092
169444,0.0166671,1.47620060294867,0.6856347,0.6563983,-0.5343465,45.96714,68.09811,13.3294
169450,0.0166664,1.49286700226367,0.6938428,0.6607121,-0.5211325,45.21407,65.50819,12.78848
169452,0.0166667,1.50953370146453,0.697671,0.6634561,-0.5134605,44.6799,64.0769,12.48431
169456,0.0166674,1.52620110101998,0.7032957,0.669009,-0.4988667,43.53741,61.52774,12.01961
169458,0.0166664,1.54286750033498,0.7058105,0.6724719,-0.4901793,42.78767,60.0732,11.81406
169462,0.01668,1.55954750068486,0.708796,0.6779904,-0.4763754,41.59576,57.98189,11.6325
169464,0.0166669,1.5762144010514,0.7099477,0.6811858,-0.4680479,40.82985,56.76091,11.58668
169470,0.0166664,1.5928808003664,0.711015,0.6860712,-0.4538196,39.57197,54.85382,11.6755
169472,0.0166667,1.60954749956727,0.7112921,0.6884825,-0.4460475,38.91708,53.88118,11.75967
169476,0.0166671,1.62621459923685,0.7110049,0.6919689,-0.4317599,37.74878,52.23033,11.85456
169478,0.0166665,1.64288109913468,0.7106577,0.6935107,-0.4236747,37.08156,51.33818,11.84829
169482,0.0166674,1.65954849869013,0.7097993,0.6951806,-0.4098863,35.97467,50.05984,11.87509
169484,0.0166665,1.67621499858797,0.7092577,0.6954497,-0.4020801,35.40575,49.49202,11.9765
169490,0.0166674,1.69288239814341,0.7078828,0.6943793,-0.3887158,34.28291,48.52286,12.2577
169492,0.0174568,1.71033919788897,0.7070682,0.6929387,-0.3809275,33.52641,47.95643,12.42743
169496,0.0166672,1.72700639814138,0.7055944,0.6885316,-0.3675439,32.25019,47.11918,12.68222
169498,0.0166701,1.7436764985323,0.7047777,0.6850109,-0.3604142,31.48366,46.66186,12.85954
169502,0.0166645,1.76034099794924,0.7031491,0.6767076,-0.3479664,30.09112,45.86041,13.28038
169504,0.0166668,1.77700779773295,0.7023399,0.6709623,-0.3412379,29.34233,45.36868,13.50304
