F,DT,T,tau1,tau2,tau3,tau4,tau5,tau6,tau7,con_x,con_y,con_z
80922,0.0552977,0.0552976988255978,-0.937587201595306,-23.4191074371338,0.557893931865692,19.4922943115234,1.14998257160187,1.96099007129669,0.322426617145538,1.37082979359692,2.53844476643065,0.816336729641054
80924,0.0200014,0.0752990990877151,-0.390101850032806,-23.3199253082275,1.01016449928284,19.0201873779297,1.10237514972687,1.95458137989044,0.1869285851717,1.53211382728701,2.49896294134929,0.753539124975773
80930,0.0166688,0.0919678993523121,-0.390101850032806,-23.74045753479,1.08554291725159,19.5438690185547,1.06666958332062,2.02690815925598,0.0972069054841995,1.50898766025826,2.51309223554878,0.499833903480223
80934,0.0166674,0.108635298907757,0.185154497623444,-24.2085971832275,1.58542084693909,19.0439910888672,1.07216274738312,1.99394905567169,0.0257957726716995,1.78429101331651,2.38864076623558,0.615444942196762
80936,0.0167742,0.125409498810768,0.185154497623444,-24.2085971832275,1.58542084693909,19.0439910888672,1.07216274738312,1.99394905567169,0.0257957726716995,1.78429101331651,2.38864076623558,0.615444942196762
80938,0.0166683,0.14207779802382,0.185154497623444,-24.2085971832275,1.58542084693909,19.0439910888672,1.07216274738312,1.99394905567169,0.0257957726716995,1.78429101331651,2.38864076623558,0.615444942196762
80942,0.0166677,0.158745497465134,0.335911333560944,-23.0461826324463,1.68460297584534,18.6750335693359,1.23329555988312,1.89598762989044,-0.0703345984220505,1.60015131041608,1.9245197983391,0.561625991033072
80944,0.0166658,0.175411297008395,0.335911333560944,-23.0461826324463,1.68460297584534,18.6750335693359,1.23329555988312,1.89598762989044,-0.0703345984220505,1.60015131041608,1.9245197983391,0.561625991033072
80948,0.0166668,0.192078096792102,-0.187770307064056,-23.121561050415,1.20852875709534,19.1193695068359,1.06026089191437,1.98113167285919,-0.1280128210783,1.50840581458704,2.23211363363309,0.403351394550951
80954,0.0166673,0.208745397627354,0.284336626529694,-23.9110507965088,1.68460297584534,20.0635833740234,1.20308315753937,2.11846089363098,-0.19301526248455,2.56945435278472,1.81535812536126,0.21577427881173
80956,0.0166956,0.225440997630358,0.284336626529694,-23.9110507965088,1.68460297584534,20.0635833740234,1.20308315753937,2.11846089363098,-0.19301526248455,2.56945435278472,1.81535812536126,0.21577427881173
80958,0.0166678,0.24210879765451,-0.0885881781578064,-23.6650791168213,1.23629975318909,18.9210052490234,1.14357388019562,1.93535530567169,-0.20583264529705,3.20443190353795,1.76053460659001,-0.0372929536185234
80962,0.0166672,0.258775997906923,-0.0885881781578064,-23.6650791168213,1.23629975318909,18.9210052490234,1.14357388019562,1.93535530567169,-0.20583264529705,3.20443190353795,1.76053460659001,-0.0372929536185234
80964,0.0166671,0.275443097576499,-0.263148725032806,-23.6412754058838,1.05777192115784,19.1431732177734,1.15547573566437,1.94176399707794,-0.17287366092205,3.14635327854062,1.72896455698828,-0.0533444039344413
80970,0.0166667,0.292109796777368,-0.390101850032806,-24.40696144104,0.958589732646942,19.9644012451172,1.04286587238312,2.11846089363098,-0.2250587195158,2.55007861583504,1.83987513841685,0.280057397283915
80972,0.0166673,0.308777097612619,-0.390101850032806,-24.40696144104,0.958589732646942,19.9644012451172,1.04286587238312,2.11846089363098,-0.2250587195158,2.55007861583504,1.83987513841685,0.280057397283915
80976,0.016667,0.325444096699357,-1.1399188041687,-24.62912940979,0.208772838115692,19.9405975341797,0.881733059883118,2.15141987800598,-0.295554339885712,2.65945570646568,1.99220020136852,0.176276697509488
80978,0.0166673,0.342111397534609,-1.1399188041687,-24.62912940979,0.208772838115692,19.9405975341797,0.881733059883118,2.15141987800598,-0.295554339885712,2.65945570646568,1.99220020136852,0.176276697509488
80982,0.0166662,0.358777597546577,-0.989161908626556,-24.3315830230713,0.307954967021942,19.1431732177734,0.875324368476868,1.96099007129669,-0.263510882854462,3.08434845551178,2.01573850929907,-0.371885381127889
80986,0.0166665,0.375444097444415,-0.989161908626556,-24.3315830230713,0.307954967021942,19.1431732177734,0.875324368476868,1.96099007129669,-0.263510882854462,3.08434845551178,2.01573850929907,-0.371885381127889
80990,0.0166671,0.392111197113991,0.712803423404694,-24.6053256988525,1.93454194068909,19.6152801513672,0.922931790351868,1.94817268848419,-0.19301526248455,3.02632906691399,1.92924846979219,-0.438971584563336
80992,0.016667,0.408778196200728,0.0105939507484436,-24.85129737854,1.20852875709534,19.6152801513672,1.08406460285187,1.90880501270294,-0.20583264529705,3.49431892464243,1.68967588195713,-0.390264731185731
80996,0.0166675,0.425445696339011,0.0105939507484436,-24.85129737854,1.20852875709534,19.6152801513672,1.08406460285187,1.90880501270294,-0.20583264529705,3.49431892464243,1.68967588195713,-0.390264731185731
80998,0.0166682,0.44211389683187,-0.588466107845306,-25.1488437652588,0.657076060771942,19.1431732177734,0.827716946601868,1.96099007129669,-0.308371722698212,2.96211252606384,2.31631604528831,-0.204896394684682
81002,0.0166651,0.458778996020556,0.435093462467194,-25.6685581207275,1.60922455787659,19.5914764404297,0.970539212226868,1.86302864551544,-0.23146741092205,2.97860987637849,1.75219943342637,-0.312195317534736
81004,0.0166663,0.475445296615362,0.435093462467194,-25.6685581207275,1.60922455787659,19.5914764404297,0.970539212226868,1.86302864551544,-0.23146741092205,2.97860987637849,1.75219943342637,-0.312195317534736
81010,0.0166679,0.492113197222352,0.486668169498444,-25.5931797027588,1.60922455787659,19.4169158935547,0.934833645820618,1.86943733692169,-0.263510882854462,2.82359448105553,1.4474823544664,0.579924108427084
81012,0.0166663,0.508779497817159,0.486668169498444,-25.5931797027588,1.60922455787659,19.4169158935547,0.934833645820618,1.86943733692169,-0.263510882854462,2.82359448105553,1.4474823544664,0.579924108427084
81016,0.0166674,0.525446897372603,0.486668169498444,-25.5931797027588,1.60922455787659,19.4169158935547,0.934833645820618,1.86943733692169,-0.263510882854462,2.82359448105553,1.4474823544664,0.579924108427084
81018,0.0166666,0.542113497853279,0.760410845279694,-25.5455722808838,1.83535981178284,19.9644012451172,0.934833645820618,1.93535530567169,-0.321189105510712,3.19089142414688,1.77972643937777,-0.0603018546455033
81022,0.0166683,0.558781797066331,0.760410845279694,-25.5455722808838,1.83535981178284,19.9644012451172,0.934833645820618,1.93535530567169,-0.321189105510712,3.19089142414688,1.77972643937777,-0.0603018546455033
81026,0.0166657,0.5754474978894,0.760410845279694,-25.5455722808838,1.83535981178284,19.9644012451172,0.934833645820618,1.93535530567169,-0.321189105510712,3.19089142414688,1.77972643937777,-0.0603018546455033
81030,0.0166671,0.592114597558975,-0.437709271907806,-25.025857925415,0.633272349834442,19.4922943115234,1.00716030597687,1.91521370410919,-0.327597796916962,3.34264437474328,1.99207302072439,-0.703148934850364
81032,0.0166687,0.608783297240734,-0.437709271907806,-25.025857925415,0.633272349834442,19.4922943115234,1.00716030597687,1.91521370410919,-0.327597796916962,3.34264437474328,1.99207302072439,-0.703148934850364
81036,0.0166657,0.625448998063803,0.109776079654694,-25.0496616363525,1.30771088600159,19.5160980224609,0.929340481758118,1.83006966114044,-0.327597796916962,3.84066367786766,1.75580448335362,-0.625386077205664
