2409574,0.0576868,0.0576867982745171,0.855,0.883,-0.137,35.480,10.927,3.932
2409582,0.0313095,0.0889962986111641,0.855,0.883,-0.137,35.494,10.904,3.921
2409592,0.0420121,0.131008397787809,0.856,0.883,-0.137,35.606,10.874,3.885
2409600,0.048303,0.179311398416758,0.856,0.883,-0.137,35.611,10.828,3.861
2409610,0.0420913,0.221402697265148,0.856,0.883,-0.136,35.573,10.744,3.791
2409618,0.0409779,0.262380596250296,0.856,0.883,-0.135,35.661,10.675,3.783
2409628,0.0502649,0.312645494937897,0.856,0.883,-0.135,35.790,10.522,3.764
2409636,0.042183,0.354828495532274,0.856,0.882,-0.135,35.772,10.399,3.783
2409646,0.0438708,0.398699294775724,0.856,0.882,-0.134,35.819,10.313,3.798
2409654,0.0446375,0.443336796015501,0.856,0.882,-0.134,35.843,10.238,3.780
2409664,0.0437518,0.487088594585657,0.857,0.882,-0.133,35.808,10.128,3.732
2409674,0.044331,0.531419593840837,0.857,0.882,-0.132,35.932,9.986,3.717
2409682,0.0546422,0.586061794310808,0.857,0.882,-0.131,36.000,9.918,3.770
2409692,0.042427,0.628488793969154,0.857,0.882,-0.130,36.062,9.827,3.786
2409700,0.0493792,0.677867993712425,0.857,0.882,-0.129,36.177,9.681,3.763
2409708,0.0401467,0.718014694750309,0.857,0.881,-0.128,36.232,9.587,3.727
2409718,0.0434663,0.761480994522572,0.857,0.881,-0.127,36.293,9.579,3.713
2409726,0.0467453,0.80822629481554,0.857,0.881,-0.126,36.340,9.649,3.734
2409736,0.0424151,0.850641395896673,0.857,0.881,-0.125,36.423,9.690,3.760
2409744,0.0447132,0.895354595035315,0.857,0.881,-0.124,36.460,9.770,3.844
2409754,0.0431167,0.938471294939518,0.857,0.881,-0.124,36.442,9.857,3.946
2409762,0.045924,0.984395295381546,0.857,0.881,-0.123,36.464,9.852,3.988
2409770,0.0456966,1.03009189665318,0.858,0.881,-0.122,36.384,9.828,4.018
2409780,0.0423135,1.072405397892,0.858,0.881,-0.122,36.262,9.784,4.012
2409790,0.0487895,1.12119489908218,0.858,0.881,-0.122,36.169,9.740,3.958
2409798,0.0395361,1.16073099896312,0.858,0.882,-0.122,36.023,9.705,3.892
2409808,0.0455158,1.20624680072069,0.859,0.882,-0.122,35.918,9.731,3.816
2409816,0.0489319,1.25517870113254,0.859,0.882,-0.122,35.831,9.826,3.840
2409824,0.0445152,1.29969390109181,0.860,0.882,-0.123,35.777,9.947,3.913
2409834,0.0409411,1.34063500165939,0.860,0.882,-0.123,35.781,10.002,3.945
2409842,0.0423979,1.38303290307522,0.860,0.882,-0.123,35.842,9.995,3.966
2409852,0.0450124,1.42804530262947,0.860,0.882,-0.124,35.864,9.930,3.920
2409860,0.0435222,1.47156750410795,0.860,0.882,-0.125,35.860,9.857,3.887
2409870,0.0463496,1.51791710406542,0.860,0.882,-0.125,35.854,9.829,3.889
2409878,0.0457314,1.56364850327373,0.861,0.882,-0.126,35.850,9.823,3.862
2409886,0.0407139,1.60436240211129,0.861,0.882,-0.126,35.835,9.765,3.821
2409894,0.040867,1.64522940292954,0.861,0.882,-0.127,35.901,9.754,3.767
2409904,0.0469256,1.69215500354767,0.862,0.882,-0.127,35.887,9.714,3.752
2409914,0.0460433,1.73819830268621,0.862,0.882,-0.128,35.879,9.640,3.696
2409924,0.045465,1.78366330265999,0.863,0.882,-0.128,35.908,9.586,3.607
2409932,0.0491662,1.83282950147986,0.863,0.882,-0.129,35.846,9.525,3.511
2409940,0.0396107,1.87244020029902,0.863,0.882,-0.129,35.854,9.517,3.442
2409948,0.0454791,1.91791930049658,0.863,0.882,-0.130,35.837,9.510,3.430
2409958,0.0373984,1.95531770214438,0.863,0.882,-0.130,35.825,9.515,3.444
2409968,0.0501526,2.00547030195594,0.863,0.882,-0.130,35.886,9.435,3.408
2409976,0.0461009,2.05157120153308,0.863,0.882,-0.130,35.878,9.407,3.410
2409984,0.0466223,2.09819350019097,0.863,0.882,-0.130,35.876,9.409,3.427
2409992,0.0408388,2.13903230056167,0.862,0.882,-0.130,35.884,9.423,3.475
2409996,0.0440006,2.18303290009499,0.862,0.882,-0.130,35.886,9.434,3.535
2410004,0.0219167,2.20494960062206,0.862,0.882,-0.129,35.895,9.452,3.581
2410008,0.0463775,2.25132709927857,0.862,0.882,-0.129,35.907,9.440,3.619
2410016,0.0068112,2.258138299454,0.861,0.882,-0.129,35.921,9.435,3.650
2410024,0.0626501,2.32078839885071,0.861,0.881,-0.129,35.976,9.397,3.669
2410032,0.0396483,2.36043669702485,0.860,0.881,-0.128,35.979,9.415,3.741
2410040,0.0366044,2.39704109774902,0.860,0.881,-0.128,35.933,9.468,3.842
2410050,0.0203583,2.41739939758554,0.860,0.881,-0.128,35.989,9.502,3.900
2410058,0.0593963,2.47679569805041,0.859,0.881,-0.127,36.017,9.529,3.877
2410068,0.0417031,2.51849879929796,0.859,0.881,-0.127,36.024,9.572,3.866
2410076,0.0435649,2.56206370005384,0.859,0.881,-0.127,36.011,9.677,3.964
2410084,0.0357091,2.59777280176058,0.859,0.881,-0.126,35.983,9.705,3.984
2410092,0.0433525,2.64112530136481,0.859,0.881,-0.126,36.026,9.667,3.950
2410102,0.0383854,2.67951070005074,0.860,0.881,-0.126,36.086,9.687,3.937
2410112,0.0477676,2.7272782982327,0.860,0.881,-0.126,36.064,9.708,3.926
2410120,0.0447209,2.77199919754639,0.860,0.881,-0.126,36.074,9.717,3.889
2410130,0.0456608,2.81765999877825,0.860,0.881,-0.126,36.028,9.697,3.833
2410138,0.0468445,2.86450449982658,0.861,0.881,-0.127,36.023,9.694,3.800
2410148,0.0493451,2.91384959826246,0.861,0.881,-0.127,36.056,9.712,3.804
2410158,0.0480201,2.96186969662085,0.861,0.881,-0.127,36.019,9.659,3.804
2410168,0.0435166,3.00538629526272,0.862,0.881,-0.128,35.954,9.600,3.749
2410178,0.0548508,3.06023709708825,0.862,0.881,-0.128,35.909,9.534,3.664
2410186,0.0495334,3.10977049777284,0.862,0.881,-0.129,35.891,9.517,3.610
2410196,0.0437929,3.15356339747086,0.862,0.881,-0.130,35.822,9.534,3.584
2410204,0.0418532,3.19541659811512,0.862,0.881,-0.130,35.737,9.574,3.583
2410214,0.0457039,3.24112049723044,0.862,0.882,-0.131,35.633,9.598,3.575
2410220,0.0418185,3.28293899679556,0.862,0.882,-0.131,35.576,9.621,3.558
2410228,0.0384585,3.32139749685302,0.862,0.882,-0.131,35.549,9.613,3.534
2410236,0.0386974,3.36009489605203,0.862,0.882,-0.131,35.507,9.630,3.536
2410238,0.0312529,3.39134779432788,0.862,0.882,-0.131,35.532,9.667,3.534
2410246,0.0230306,3.4143783939071,0.862,0.881,-0.131,35.633,9.769,3.544
2410252,0.0356889,3.45006729336455,0.862,0.881,-0.131,35.707,9.881,3.594
2410260,0.026515,3.47658229293302,0.862,0.881,-0.132,35.791,10.057,3.726
2410270,0.0563751,3.5329573941417,0.862,0.881,-0.132,35.866,10.182,3.854
2410276,0.0429014,3.5758587946184,0.862,0.881,-0.132,35.873,10.217,3.888
2410286,0.0330546,3.60891339601949,0.862,0.881,-0.132,35.856,10.172,3.823
2410294,0.0506013,3.65951469587162,0.862,0.881,-0.133,35.850,10.164,3.741
2410304,0.0379669,3.69748159544542,0.862,0.881,-0.133,35.833,10.235,3.684
2410312,0.0394965,3.73697809549049,0.862,0.881,-0.134,35.787,10.332,3.652
2410320,0.0444484,3.78142649726942,0.862,0.881,-0.135,35.756,10.433,3.671
2410328,0.0380523,3.81947879912332,0.862,0.881,-0.135,35.669,10.447,3.620
2410338,0.0433305,3.86280930088833,0.862,0.882,-0.136,35.556,10.406,3.530
2410348,0.0451774,3.90798670100048,0.862,0.882,-0.137,35.483,10.390,3.491
2410356,0.0451794,3.95316610159352,0.861,0.882,-0.138,35.412,10.419,3.495
2410366,0.0495518,4.0027179014869,0.861,0.882,-0.139,35.381,10.452,3.518
2410376,0.0468782,4.04959610151127,0.860,0.882,-0.139,35.346,10.445,3.531
2410386,0.0495047,4.09910080255941,0.860,0.882,-0.139,35.376,10.405,3.573
2410394,0.0481949,4.14729570271447,0.859,0.882,-0.140,35.395,10.358,3.596
2410404,0.0453777,4.19267340423539,0.859,0.882,-0.140,35.395,10.337,3.659
2410414,0.0493413,4.24201470287517,0.859,0.882,-0.140,35.447,10.308,3.675
2410422,0.0424186,4.28443330200389,0.858,0.882,-0.140,35.464,10.291,3.656
2410430,0.0452304,4.32966370182112,0.858,0.882,-0.140,35.480,10.332,3.625
2410440,0.0417805,4.3714442034252,0.858,0.882,-0.140,35.520,10.438,3.705
2410448,0.0438118,4.41525600524619,0.858,0.882,-0.140,35.547,10.433,3.712
2410458,0.0482401,4.46349610434845,0.858,0.881,-0.139,35.580,10.344,3.664
2410466,0.0409232,4.50441930489615,0.857,0.881,-0.139,35.679,10.275,3.628
2410474,0.0429995,4.54741880344227,0.857,0.881,-0.139,35.710,10.269,3.635
2410484,0.0447269,4.59214570419863,0.857,0.881,-0.139,35.720,10.256,3.660
2410492,0.0450554,4.6372011047788,0.857,0.881,-0.139,35.753,10.208,3.655
2410502,0.0438462,4.68104730593041,0.856,0.881,-0.139,35.691,10.133,3.673
2410512,0.0449088,4.72595610516146,0.856,0.881,-0.139,35.736,10.019,3.676
2410520,0.0481199,4.77407600404695,0.855,0.881,-0.139,35.687,9.905,3.723
2410528,0.0469425,4.82101850258186,0.855,0.881,-0.139,35.677,9.830,3.791
2410536,0.0394555,4.8604740020819,0.854,0.881,-0.138,35.706,9.764,3.826
2410546,0.0427646,4.90323860244825,0.854,0.881,-0.138,35.734,9.702,3.852
2410556,0.0488613,4.95209990115836,0.854,0.881,-0.138,35.764,9.670,3.925
2410564,0.0472153,4.99931520270184,0.853,0.881,-0.138,35.753,9.602,3.999
2410572,0.0411844,5.04049960197881,0.853,0.881,-0.138,35.783,9.519,4.031
2410582,0.0420021,5.08250170247629,0.853,0.881,-0.138,35.796,9.443,4.055
2410590,0.047161,5.12966270418838,0.853,0.881,-0.138,35.838,9.424,4.092
2410600,0.0434687,5.17313140304759,0.852,0.881,-0.138,35.863,9.417,4.127
2410610,0.0439005,5.21703190403059,0.852,0.881,-0.138,35.920,9.407,4.136
2410618,0.046817,5.26384890498593,0.853,0.881,-0.138,35.917,9.434,4.162
2410626,0.0452709,5.30911980615929,0.853,0.880,-0.138,35.945,9.451,4.165
2410636,0.0400997,5.34921950520948,0.853,0.880,-0.138,36.017,9.436,4.168
2410644,0.0468605,5.39608000637963,0.853,0.880,-0.138,36.026,9.429,4.188
