F,DT,T,LeapPos_X,LeapPos_Y,LeapPos_Z,LeapRot_X,LeapRot_Y,LeapRot_Z,LeapRot_W,Grab,Pinch,cmdPos_X,cmdPos_Y,cmdPos_Z,cmdRot_X,cmdRot_Y,cmdRot_Z,cmdRot_W
160834,0.0250417,0.0250416994094849,1.092871,0.09763789,-0.4110457,-0.6731657,0.2660922,-0.6324273,-0.2758233,0,0,0.4409443,0.1430636,0.1127346,0.9634944,-0.1990627,0.1767719,-0.02836104
160836,0.0166688,0.0417104996740818,1.092657,0.0977205,-0.4109745,-0.6728679,0.2663446,-0.6323206,-0.2765503,0,0,0.4410457,0.1428708,0.1126379,0.9636432,-0.199034,0.176468,-0.02522667
160840,0.0166799,0.058390399441123,1.092294,0.09749267,-0.41146,0.6727879,-0.266904,0.6315098,0.2780544,0,0,0.4409745,0.1426571,0.1127205,0.9637277,-0.1989204,0.1762456,-0.02443747
160842,0.0169894,0.0753798000514507,1.092112,0.09755296,-0.4114353,0.6727244,-0.2668188,0.6313922,0.2785561,0,0,0.4414599,0.1422942,0.1124927,0.963699,-0.1993681,0.1761287,-0.02269858
160848,0.0205957,0.095975499600172,1.092051,0.09742209,-0.4114599,0.6722359,-0.2675149,0.6310087,0.2799332,0,0,0.4414353,0.1421116,0.112553,0.9637333,-0.1995117,0.1758308,-0.02229068
160850,0.0170502,0.113025698810816,1.091616,0.09716004,-0.4112608,-0.6713782,0.2690607,-0.6304691,-0.2817207,0,0,0.4414598,0.1420509,0.1124221,0.963834,-0.1993648,0.1756458,-0.02064729
160854,0.0212664,0.134292099624872,1.091417,0.09658957,-0.411121,0.6714174,-0.2692495,0.6305146,0.2813446,0,0,0.4412608,0.1416158,0.11216,0.9639665,-0.1987951,0.17584,-0.01815101
160860,0.0166689,0.150961000472307,1.090561,0.09604445,-0.4112466,-0.6691993,0.2738777,-0.6300024,-0.2833024,0,0,0.4411209,0.1414166,0.1115896,0.9639307,-0.1986574,0.1761675,-0.01838167
160862,0.0215729,0.17253389954567,1.090273,0.09594452,-0.4112917,0.6681302,-0.2762102,0.6300874,0.2833724,0,0,0.4412466,0.140561,0.1110445,0.9641761,-0.1959747,0.1782183,-0.01402588
160866,0.019429,0.191962899640203,1.090453,0.09559467,-0.4111327,-0.6645699,0.2786066,-0.6331524,-0.2825658,0,0,0.4412917,0.1402729,0.1109445,0.9642727,-0.1943018,0.1796228,-0.01267857
160868,0.0166669,0.208629800006747,1.090614,0.0955886,-0.410642,0.6647829,-0.2784806,0.6332615,0.2819435,0,0,0.4411327,0.1404532,0.1105947,0.9652485,-0.1890723,0.1799756,-0.01248421
160876,0.0190125,0.227642299607396,1.09056,0.0953809,-0.4109704,-0.6631127,0.2808376,-0.6334244,-0.2831704,0,0,0.4406419,0.1406136,0.1105886,0.96519,-0.1890971,0.1802181,-0.01311471
160878,0.0243885,0.252030799165368,1.090469,0.09542409,-0.4111696,0.6625115,-0.2818488,0.6334708,0.2834688,0,0,0.4409704,0.1405602,0.110381,0.9654741,-0.1871591,0.1808753,-0.01074654
160880,0.0171751,0.269205899909139,1.090299,0.09545535,-0.4110953,-0.6620533,0.282537,-0.6335335,-0.2837139,0,0,0.4411696,0.1404689,0.1104241,0.9655523,-0.1863796,0.181309,-0.009925967
160884,0.0166687,0.285874599590898,1.090199,0.09531666,-0.4110295,0.6619681,-0.2829921,0.6331505,0.2843135,0,0,0.4410952,0.1402994,0.1104553,0.9656216,-0.1858053,0.1815607,-0.009334635
160888,0.0166661,0.302540699020028,1.090245,0.09529701,-0.4108839,0.6614475,-0.2831225,0.6338695,0.2837928,0,0,0.4410294,0.1401989,0.1103166,0.9655887,-0.1858892,0.1816904,-0.00850066
160892,0.0175357,0.320076398551464,1.090149,0.09520677,-0.4106676,-0.6607336,0.2836286,-0.6343029,-0.2839822,0,0,0.4408838,0.1402455,0.110297,0.9657559,-0.1849872,0.1816992,-0.008984689
160894,0.0166672,0.336743598803878,1.090443,0.09513459,-0.4112003,0.6586317,-0.2857348,0.6353,0.2845237,0,0,0.4406675,0.1401488,0.1102068,0.9659372,-0.1840906,0.1816651,-0.008595675
160898,0.0166683,0.35341189801693,1.090421,0.09522825,-0.4110057,-0.6592844,0.285944,-0.6347607,-0.2840056,0,0,0.4412003,0.1404433,0.1101346,0.9663805,-0.181363,0.1821153,-0.007078212
160902,0.0166651,0.370076997205615,1.090596,0.09534693,-0.4108337,0.6577734,-0.2871604,0.6355676,0.2844766,0,0,0.4410056,0.1404207,0.1102283,0.9661283,-0.1819414,0.1828651,-0.007340221
160906,0.0203344,0.390411397442222,1.09069,0.09527808,-0.4108348,-0.6570788,0.2881196,-0.6356303,-0.2849715,0,0,0.4408337,0.1405962,0.110347,0.9664815,-0.1800599,0.1828979,-0.006355696
160910,0.0168371,0.407248497009277,1.090643,0.09524671,-0.4105271,0.6545016,-0.2898152,0.636361,0.2875407,0,0,0.4408348,0.1406904,0.1102781,0.9665858,-0.1792602,0.183163,-0.005390821
160912,0.0171546,0.424403097480536,1.090666,0.09536139,-0.4102286,-0.6543117,0.2896008,-0.6365632,-0.287741,0,0,0.4405271,0.1406432,0.1102467,0.967214,-0.1768669,0.1822363,-0.002281102
160918,0.0209915,0.445394597947598,1.090732,0.09603548,-0.4095598,0.6542069,-0.288885,0.6366797,0.2884403,0,0,0.4402286,0.1406657,0.1103614,0.9673069,-0.1767416,0.1818649,-0.002253529
160920,0.0166667,0.462061297148466,1.090734,0.09623271,-0.4092683,-0.6545623,0.2890741,-0.6364094,-0.2880408,0,0,0.4395598,0.1407325,0.1110355,0.9674371,-0.1770053,0.1809155,-0.002058028
160924,0.0205557,0.482616996392608,1.090444,0.09638345,-0.4091381,-0.6539474,0.2887609,-0.6360828,-0.2904632,0,0,0.4392683,0.1407344,0.1112327,0.9672936,-0.1772579,0.1814325,-0.002265615
160928,0.0166719,0.499288896098733,1.090469,0.09626616,-0.4093622,0.6538317,-0.2885897,0.6362092,0.2906166,0,0,0.4391381,0.1404437,0.1113835,0.9675243,-0.1775625,0.1799119,-0.000267503
160932,0.0184005,0.517689395695925,1.090346,0.09642121,-0.4090464,0.6536433,-0.2883269,0.6361188,0.291498,0,0,0.4393622,0.140469,0.1112662,0.9675856,-0.1775055,0.1796385,-0.0002462165
