F,DT,T,HMDPositionX,HMDPositionY,HMDPositionZ,HMDRotationX,HMDRotationY,HMDRotationZ,HMDRotationW
232076,0.0186371,0.0186371002346277,0.9074324,0.4287239,-0.8447544,0.1336185,0.03480515,0.03659776,0.9897451
232080,0.0230687,0.0417058002203703,0.9072841,0.4288271,-0.8445476,0.1337134,0.03445921,0.03617393,0.98976
232082,0.0166672,0.058373000472784,0.9071816,0.4288909,-0.8442928,0.1336846,0.03416322,0.03572953,0.9897903
232086,0.0166673,0.0750403013080359,0.9069218,0.428963,-0.8438967,0.1337943,0.03364024,0.03512985,0.9898148
232090,0.0166674,0.0917077008634806,0.9066986,0.4288968,-0.8434897,0.1343627,0.03304648,0.03474041,0.9897715
232092,0.0166663,0.108374001458287,0.9065859,0.4287879,-0.843312,0.1348065,0.03263905,0.03457784,0.9897304
232096,0.0166656,0.125039601698518,0.9063148,0.4285923,-0.8429034,0.1357265,0.03191432,0.03431064,0.9896376
232098,0.0166681,0.141707701608539,0.9061758,0.4284971,-0.8427121,0.1361189,0.03155049,0.03410912,0.9896023
232104,0.0166666,0.158374302089214,0.9057993,0.428275,-0.8422092,0.1367878,0.03086311,0.03346451,0.9895538
232106,0.016667,0.175041301175952,0.9056188,0.4281669,-0.8419636,0.1371032,0.03056691,0.03299921,0.989535
232110,0.0166669,0.191708201542497,0.9051605,0.4279893,-0.8414537,0.1376859,0.03010997,0.03212917,0.9894967
232112,0.0166671,0.208375301212072,0.9048821,0.4279566,-0.8412427,0.1379713,0.02991545,0.03177902,0.9894742
232118,0.0166658,0.225041100755334,0.9042547,0.4278385,-0.8407699,0.1385584,0.02978233,0.03138819,0.9894086
232120,0.0166682,0.241709301248193,0.9039842,0.427821,-0.8405429,0.1388565,0.02981766,0.03128536,0.989369
232124,0.0166668,0.258376101031899,0.9033687,0.4277309,-0.8402115,0.1394177,0.03006426,0.03119142,0.9892856
232126,0.0166666,0.275042701512575,0.903075,0.427711,-0.8400476,0.139619,0.03028378,0.03126486,0.9892482
232130,0.0166669,0.29170960187912,0.9025292,0.4277206,-0.8396997,0.1398987,0.03088265,0.03171787,0.9891757
232132,0.0166672,0.308376802131534,0.9022465,0.4277033,-0.8395703,0.1399512,0.03121849,0.03206009,0.9891468
232136,0.0166678,0.325044602155685,0.9018229,0.4277373,-0.8393509,0.1402435,0.0319313,0.03286394,0.9890562
232138,0.016666,0.341710602864623,0.9016119,0.4277112,-0.8392597,0.1404362,0.03223671,0.03330758,0.9890041
232144,0.0166666,0.358377203345299,0.9012488,0.4276421,-0.8391201,0.1409187,0.03268524,0.03436481,0.9888846
232146,0.0166667,0.375043902546167,0.9011155,0.4276043,-0.8390605,0.1412394,0.03283036,0.03491304,0.9888148
232148,0.0166688,0.391712702810764,0.9009475,0.4274916,-0.8390513,0.1416627,0.03291892,0.03539933,0.9887341
232154,0.0166665,0.408379202708602,0.9008253,0.427334,-0.8390812,0.1423236,0.03281488,0.03559271,0.9886356
232158,0.0166669,0.425046103075147,0.9007136,0.427137,-0.8391746,0.1429895,0.03251164,0.03523973,0.9885622
232160,0.0166654,0.441711502149701,0.9006798,0.4270307,-0.8392128,0.1432998,0.03233348,0.03490287,0.988535
232162,0.0166671,0.458378601819277,0.9006554,0.4269314,-0.8393213,0.1436641,0.03210396,0.03448074,0.9885045
232166,0.0166673,0.475045902654529,0.9006578,0.4267979,-0.8394846,0.1441533,0.03196922,0.03403667,0.988453
232168,0.0166671,0.491713002324104,0.9006765,0.4267416,-0.8396037,0.1444423,0.03196682,0.03382074,0.9884183
232172,0.0166672,0.508380202576518,0.9006946,0.4266938,-0.8398332,0.1448626,0.03211347,0.03351901,0.9883623
232176,0.0166666,0.525046803057194,0.9007361,0.4266711,-0.8400143,0.1451283,0.03228919,0.03332777,0.9883241
232178,0.0166672,0.541714003309608,0.9007912,0.4266734,-0.8402458,0.1452815,0.03261676,0.03324123,0.9882937
232182,0.0166671,0.558381102979183,0.9008639,0.426684,-0.8404779,0.1452078,0.03300666,0.03327134,0.9882906
232186,0.0166664,0.575047502294183,0.9008653,0.4267652,-0.8406684,0.1448476,0.03339008,0.03331539,0.9883291
232188,0.0166668,0.591714302077889,0.9009073,0.4268509,-0.8408618,0.1443273,0.03376146,0.03334621,0.9883916
232194,0.0166671,0.608381401747465,0.9010326,0.4270514,-0.8411222,0.1435443,0.03418129,0.03341017,0.988489
232196,0.0166674,0.62504880130291,0.9011289,0.4272452,-0.8413048,0.1428268,0.03442107,0.03351842,0.9885809
232198,0.0166662,0.641715001314878,0.901221,0.4273412,-0.8413854,0.142445,0.03444645,0.03361943,0.9886317
232204,0.0166675,0.658382501453161,0.9014149,0.4275237,-0.8415451,0.1415776,0.03437919,0.03389816,0.9887491
232206,0.0166655,0.675048001110554,0.9015052,0.4276406,-0.8416376,0.1410991,0.03424185,0.03405172,0.988817
232210,0.0166678,0.691715801134706,0.9016699,0.4279001,-0.8417094,0.1401574,0.03382744,0.03435706,0.9889546
232212,0.0166669,0.70838270150125,0.9017928,0.4280039,-0.8416997,0.1397597,0.03355741,0.03446451,0.9890164
232216,0.0166668,0.725049501284957,0.9019811,0.4282117,-0.8417999,0.139073,0.03284693,0.03464412,0.9891307
232220,0.0166665,0.741716001182795,0.9020934,0.428253,-0.8418083,0.1389037,0.032523,0.03466024,0.9891647
232222,0.0166691,0.758385101333261,0.9022323,0.4282985,-0.8418829,0.1388004,0.03206757,0.03464423,0.9891946
232226,0.0166667,0.775051800534129,0.9024799,0.4282754,-0.8419616,0.1388795,0.03144551,0.03458708,0.9892055
